VERIS Threat Action,MITRE ATTACK Technique,NIST 800-53 Control
action.malware.variety.export_data,T1567.002,AC-20
action.malware.variety.export_data,T1197,CA-7
action.malware.variety.export_data,T1560.001,CA-8
action.malware.variety.export_data,T1048.001,CM-2
action.malware.variety.export_data,T1197,CM-5
action.malware.variety.export_data,T1197,CM-6
action.malware.variety.export_data,T1197,CM-7
action.malware.variety.export_data,T1020.001,CM-8
action.malware.variety.export_data,T1197,IA-2
action.malware.variety.export_data,T1537,IA-3
action.malware.variety.export_data,T1537,IA-4
action.malware.variety.export_data,T1003.006,IA-5
action.malware.variety.export_data,T1537,IA-8
action.malware.variety.export_data,T1052.001,MP-7
action.malware.variety.export_data,T1011.001,RA-5
action.malware.variety.export_data,T1020.001,SC-4
action.malware.variety.export_data,T1567.002,SC-7
action.malware.variety.export_data,T1003.006,SC-28
action.malware.variety.export_data,T1003.006,SC-39
action.malware.variety.export_data,T1052.001,SC-41
action.malware.variety.export_data,T1048.001,SC-46
action.malware.variety.export_data,T1048.001,SI-3
action.malware.variety.export_data,T1197,SI-4
action.malware.variety.export_data,T1020.001,SI-7
action.malware.variety.export_data,T1197,SI-10
action.malware.variety.export_data,T1020.001,SI-12
action.malware.variety.export_data,T1197,SI-15
action.malware.variety.packet_sniffer,T1040,AC-16
action.malware.variety.packet_sniffer,T1040,AC-17
action.malware.variety.packet_sniffer,T1040,AC-18
action.malware.variety.packet_sniffer,T1040,AC-19
action.malware.variety.packet_sniffer,T1040,IA-2
action.malware.variety.packet_sniffer,T1040,IA-5
action.malware.variety.packet_sniffer,T1040,SC-4
action.malware.variety.packet_sniffer,T1040,SC-8
action.malware.variety.packet_sniffer,T1040,SI-4
action.malware.variety.packet_sniffer,T1040,SI-7
action.malware.variety.packet_sniffer,T1040,SI-12
action.malware.variety.password_dumper,T1212,AC-2
action.malware.variety.password_dumper,T1552.005,AC-3
action.malware.variety.password_dumper,T1212,AC-4
action.malware.variety.password_dumper,T1003,AC-5
action.malware.variety.password_dumper,T1212,AC-6
action.malware.variety.password_dumper,T1552.005,AC-16
action.malware.variety.password_dumper,T1552.004,AC-17
action.malware.variety.password_dumper,T1552.004,AC-18
action.malware.variety.password_dumper,T1552.004,AC-19
action.malware.variety.password_dumper,T1552.005,AC-20
action.malware.variety.password_dumper,T1212,CA-7
action.malware.variety.password_dumper,T1212,CA-8
action.malware.variety.password_dumper,T1555.005,CM-2
action.malware.variety.password_dumper,T1003,CM-5
action.malware.variety.password_dumper,T1555.005,CM-6
action.malware.variety.password_dumper,T1555.004,CM-7
action.malware.variety.password_dumper,T1212,CM-8
action.malware.variety.password_dumper,T1003,CP-9
action.malware.variety.password_dumper,T1555.005,IA-2
action.malware.variety.password_dumper,T1552.005,IA-3
action.malware.variety.password_dumper,T1552.005,IA-4
action.malware.variety.password_dumper,T1555.005,IA-5
action.malware.variety.password_dumper,T1212,RA-5
action.malware.variety.password_dumper,T1212,RA-10
action.malware.variety.password_dumper,T1552.004,SA-11
action.malware.variety.password_dumper,T1552.004,SA-15
action.malware.variety.password_dumper,T1212,SC-2
action.malware.variety.password_dumper,T1212,SC-3
action.malware.variety.password_dumper,T1552.004,SC-4
action.malware.variety.password_dumper,T1212,SC-7
action.malware.variety.password_dumper,T1552.004,SC-12
action.malware.variety.password_dumper,T1212,SC-18
action.malware.variety.password_dumper,T1212,SC-26
action.malware.variety.password_dumper,T1003,SC-28
action.malware.variety.password_dumper,T1212,SC-29
action.malware.variety.password_dumper,T1212,SC-30
action.malware.variety.password_dumper,T1212,SC-35
action.malware.variety.password_dumper,T1212,SC-39
action.malware.variety.password_dumper,T1555.005,SI-2
action.malware.variety.password_dumper,T1212,SI-3
action.malware.variety.password_dumper,T1555.005,SI-4
action.malware.variety.password_dumper,T1212,SI-5
action.malware.variety.password_dumper,T1212,SI-7
action.malware.variety.password_dumper,T1552.005,SI-10
action.malware.variety.password_dumper,T1003,SI-12
action.malware.variety.password_dumper,T1552.005,SI-15
action.malware.variety.ram_scraper,T1003.002,AC-2
action.malware.variety.ram_scraper,T1003.002,AC-3
action.malware.variety.ram_scraper,T1003.005,AC-4
action.malware.variety.ram_scraper,T1003.002,AC-5
action.malware.variety.ram_scraper,T1003.002,AC-6
action.malware.variety.ram_scraper,T1555.002,CA-7
action.malware.variety.ram_scraper,T1003.002,CM-2
action.malware.variety.ram_scraper,T1003.002,CM-5
action.malware.variety.ram_scraper,T1003.002,CM-6
action.malware.variety.ram_scraper,T1003.002,CM-7
action.malware.variety.ram_scraper,T1003.002,IA-2
action.malware.variety.ram_scraper,T1003.005,IA-4
action.malware.variety.ram_scraper,T1555.002,IA-5
action.malware.variety.ram_scraper,T1003.002,SC-28
action.malware.variety.ram_scraper,T1003.002,SC-39
action.malware.variety.ram_scraper,T1003.002,SI-3
action.malware.variety.ram_scraper,T1555.002,SI-4
action.malware.variety.ransomware,T1486,AC-3
action.malware.variety.ransomware,T1486,AC-6
action.malware.variety.ransomware,T1486,CM-2
action.malware.variety.ransomware,T1490,CM-6
action.malware.variety.ransomware,T1490,CM-7
action.malware.variety.ransomware,T1486,CP-2
action.malware.variety.ransomware,T1486,CP-6
action.malware.variety.ransomware,T1486,CP-7
action.malware.variety.ransomware,T1486,CP-9
action.malware.variety.ransomware,T1486,CP-10
action.malware.variety.ransomware,T1486,SI-3
action.malware.variety.ransomware,T1486,SI-4
action.malware.variety.ransomware,T1486,SI-7
action.malware.variety.rat,T1525,AC-2
action.malware.variety.rat,T1525,AC-3
action.malware.variety.rat,T1525,AC-5
action.malware.variety.rat,T1525,AC-6
action.malware.variety.rat,T1543.003,AC-17
action.malware.variety.rat,T1525,CA-8
action.malware.variety.rat,T1525,CM-2
action.malware.variety.rat,T1525,CM-5
action.malware.variety.rat,T1525,CM-6
action.malware.variety.rat,T1525,CM-7
action.malware.variety.rat,T1525,IA-2
action.malware.variety.rat,T1543.003,IA-4
action.malware.variety.rat,T1525,IA-9
action.malware.variety.rat,T1525,RA-5
action.malware.variety.rat,T1525,SI-2
action.malware.variety.rat,T1525,SI-3
action.malware.variety.rat,T1525,SI-4
action.malware.variety.rat,T1525,SI-7
action.malware.variety.rootkit,T1542.005,AC-2
action.malware.variety.rootkit,T1542.005,AC-3
action.malware.variety.rootkit,T1542.005,AC-5
action.malware.variety.rootkit,T1542.005,AC-6
action.malware.variety.rootkit,T1543,AC-17
action.malware.variety.rootkit,T1542.005,CA-7
action.malware.variety.rootkit,T1542.005,CA-8
action.malware.variety.rootkit,T1542.005,CM-2
action.malware.variety.rootkit,T1542.005,CM-3
action.malware.variety.rootkit,T1542.005,CM-5
action.malware.variety.rootkit,T1542.005,CM-6
action.malware.variety.rootkit,T1542.005,CM-7
action.malware.variety.rootkit,T1542.005,CM-8
action.malware.variety.rootkit,T1542.005,IA-2
action.malware.variety.rootkit,T1543,IA-4
action.malware.variety.rootkit,T1542.005,IA-7
action.malware.variety.rootkit,T1542.005,IA-8
action.malware.variety.rootkit,T1542.005,RA-5
action.malware.variety.rootkit,T1542.005,SA-10
action.malware.variety.rootkit,T1542.005,SA-11
action.malware.variety.rootkit,T1543,SA-22
action.malware.variety.rootkit,T1542.005,SC-7
action.malware.variety.rootkit,T1542.005,SC-34
action.malware.variety.rootkit,T1542.005,SI-2
action.malware.variety.rootkit,T1543,SI-3
action.malware.variety.rootkit,T1542.005,SI-4
action.malware.variety.rootkit,T1542.005,SI-7
action.malware.variety.rootkit,T1543,SI-16
action.malware.variety.scan_network,T1482,AC-4
action.malware.variety.scan_network,T1040,AC-16
action.malware.variety.scan_network,T1040,AC-17
action.malware.variety.scan_network,T1040,AC-18
action.malware.variety.scan_network,T1040,AC-19
action.malware.variety.scan_network,T1046,CA-7
action.malware.variety.scan_network,T1482,CA-8
action.malware.variety.scan_network,T1046,CM-2
action.malware.variety.scan_network,T1135,CM-6
action.malware.variety.scan_network,T1135,CM-7
action.malware.variety.scan_network,T1046,CM-8
action.malware.variety.scan_network,T1040,IA-2
action.malware.variety.scan_network,T1040,IA-5
action.malware.variety.scan_network,T1482,RA-5
action.malware.variety.scan_network,T1482,SA-8
action.malware.variety.scan_network,T1482,SA-17
action.malware.variety.scan_network,T1040,SC-4
action.malware.variety.scan_network,T1482,SC-7
action.malware.variety.scan_network,T1040,SC-8
action.malware.variety.scan_network,T1482,SC-46
action.malware.variety.scan_network,T1046,SI-3
action.malware.variety.scan_network,T1135,SI-4
action.malware.variety.scan_network,T1040,SI-7
action.malware.variety.scan_network,T1040,SI-12
action.malware.variety.trojan,T1204.003,AC-4
action.malware.variety.trojan,T1204.003,CA-7
action.malware.variety.trojan,T1204.003,CA-8
action.malware.variety.trojan,T1204.003,CM-2
action.malware.variety.trojan,T1204.003,CM-6
action.malware.variety.trojan,T1204.003,CM-7
action.malware.variety.trojan,T1564.007,CM-8
action.malware.variety.trojan,T1554,IA-9
action.malware.variety.trojan,T1204.003,RA-5
action.malware.variety.trojan,T1204.003,SR-11
action.malware.variety.trojan,T1204.003,SC-7
action.malware.variety.trojan,T1204.003,SC-44
action.malware.variety.trojan,T1204.003,SI-2
action.malware.variety.trojan,T1204.003,SI-3
action.malware.variety.trojan,T1204.003,SI-4
action.malware.variety.trojan,T1204.003,SI-7
action.malware.variety.trojan,T1204.003,SI-8
action.malware.variety.trojan,T1204.003,SR-4
action.malware.variety.trojan,T1204.003,SR-5
action.malware.variety.trojan,T1204.003,SR-6
action.malware.variety.worm,T1091,AC-3
action.malware.variety.worm,T1091,AC-6
action.malware.variety.worm,T1080,CA-7
action.malware.variety.worm,T1091,CM-2
action.malware.variety.worm,T1091,CM-6
action.malware.variety.worm,T1080,CM-7
action.malware.variety.worm,T1091,CM-8
action.malware.variety.worm,T1091,MP-7
action.malware.variety.worm,T1091,RA-5
action.malware.variety.worm,T1080,SC-4
action.malware.variety.worm,T1080,SC-7
action.malware.variety.worm,T1091,SC-41
action.malware.variety.worm,T1091,SI-3
action.malware.variety.worm,T1091,SI-4
action.malware.variety.worm,T1080,SI-7
action.malware.variety.worm,T1080,SI-10
action.malware.variety.unknown,T1612,AC-2
action.malware.variety.unknown,T1612,AC-3
action.malware.variety.unknown,T1001,AC-4
action.malware.variety.unknown,T1525,AC-5
action.malware.variety.unknown,T1612,AC-6
action.malware.variety.unknown,T1612,AC-17
action.malware.variety.unknown,T1001,CA-7
action.malware.variety.unknown,T1612,CA-8
action.malware.variety.unknown,T1001,CM-2
action.malware.variety.unknown,T1525,CM-5
action.malware.variety.unknown,T1001,CM-6
action.malware.variety.unknown,T1071,CM-7
action.malware.variety.unknown,T1610,IA-2
action.malware.variety.unknown,T1525,IA-9
action.malware.variety.unknown,T1612,RA-5
action.malware.variety.unknown,T1612,SA-11
action.malware.variety.unknown,T1204.003,SR-11
action.malware.variety.unknown,T1080,SC-4
action.malware.variety.unknown,T1001,SC-7
action.malware.variety.unknown,T1071,SC-10
action.malware.variety.unknown,T1071,SC-20
action.malware.variety.unknown,T1071,SC-21
action.malware.variety.unknown,T1071,SC-22
action.malware.variety.unknown,T1071,SC-23
action.malware.variety.unknown,T1071,SC-31
action.malware.variety.unknown,T1071,SC-37
action.malware.variety.unknown,T1204.003,SC-44
action.malware.variety.unknown,T1204.003,SI-2
action.malware.variety.unknown,T1001,SI-3
action.malware.variety.unknown,T1001,SI-4
action.malware.variety.unknown,T1080,SI-7
action.malware.variety.unknown,T1204.003,SI-8
action.malware.variety.unknown,T1080,SI-10
action.malware.variety.unknown,T1204.003,SR-4
action.malware.variety.unknown,T1204.003,SR-5
action.malware.variety.unknown,T1204.003,SR-6
action.malware.vector.direct_install,T1569.002,AC-2
action.malware.vector.direct_install,T1569.002,AC-3
action.malware.vector.direct_install,T1569.002,AC-5
action.malware.vector.direct_install,T1569.002,AC-6
action.malware.vector.direct_install,T1047,AC-17
action.malware.vector.direct_install,T1569.002,CA-7
action.malware.vector.direct_install,T1569.002,CM-2
action.malware.vector.direct_install,T1569.002,CM-5
action.malware.vector.direct_install,T1569.002,CM-6
action.malware.vector.direct_install,T1569.002,CM-7
action.malware.vector.direct_install,T1569.002,IA-2
action.malware.vector.direct_install,T1569.002,SI-3
action.malware.vector.direct_install,T1569.002,SI-4
action.malware.vector.direct_install,T1569.002,SI-7
action.malware.vector.download_by_malware,T1568,AC-4
action.malware.vector.download_by_malware,T1568,CA-7
action.malware.vector.download_by_malware,T1568,SC-7
action.malware.vector.download_by_malware,T1568,SC-20
action.malware.vector.download_by_malware,T1568,SC-21
action.malware.vector.download_by_malware,T1568,SC-22
action.malware.vector.download_by_malware,T1568,SI-3
action.malware.vector.download_by_malware,T1568,SI-4
action.malware.vector.email_attachment,T1036,AC-2
action.malware.vector.email_attachment,T1036,AC-3
action.malware.vector.email_attachment,T1598.002,AC-4
action.malware.vector.email_attachment,T1203,AC-6
action.malware.vector.email_attachment,T1598.002,CA-7
action.malware.vector.email_attachment,T1598.002,CM-2
action.malware.vector.email_attachment,T1598.002,CM-6
action.malware.vector.email_attachment,T1059.005,CM-7
action.malware.vector.email_attachment,T1059.005,CM-8
action.malware.vector.email_attachment,T1598.002,IA-9
action.malware.vector.email_attachment,T1059.005,RA-5
action.malware.vector.email_attachment,T1203,SC-2
action.malware.vector.email_attachment,T1203,SC-3
action.malware.vector.email_attachment,T1598.002,SC-7
action.malware.vector.email_attachment,T1059.005,SC-18
action.malware.vector.email_attachment,T1598.002,SC-20
action.malware.vector.email_attachment,T1203,SC-29
action.malware.vector.email_attachment,T1203,SC-30
action.malware.vector.email_attachment,T1203,SC-39
action.malware.vector.email_attachment,T1598.002,SC-44
action.malware.vector.email_attachment,T1059.005,SI-2
action.malware.vector.email_attachment,T1598.002,SI-3
action.malware.vector.email_attachment,T1598.002,SI-4
action.malware.vector.email_attachment,T1059.005,SI-7
action.malware.vector.email_attachment,T1598.002,SI-8
action.malware.vector.email_attachment,T1059.005,SI-10
action.malware.vector.email_link,T1003.005,AC-2
action.malware.vector.email_link,T1003.005,AC-3
action.malware.vector.email_link,T1598.003,AC-4
action.malware.vector.email_link,T1003.005,AC-5
action.malware.vector.email_link,T1003.005,AC-6
action.malware.vector.email_link,T1598.003,CA-7
action.malware.vector.email_link,T1598.003,CM-2
action.malware.vector.email_link,T1003.005,CM-5
action.malware.vector.email_link,T1598.003,CM-6
action.malware.vector.email_link,T1003.005,CM-7
action.malware.vector.email_link,T1003.005,IA-2
action.malware.vector.email_link,T1003.005,IA-4
action.malware.vector.email_link,T1003.005,IA-5
action.malware.vector.email_link,T1598.003,IA-9
action.malware.vector.email_link,T1598.003,SC-7
action.malware.vector.email_link,T1598.003,SC-20
action.malware.vector.email_link,T1003.005,SC-28
action.malware.vector.email_link,T1003.005,SC-39
action.malware.vector.email_link,T1598.003,SC-44
action.malware.vector.email_link,T1204.001,SI-2
action.malware.vector.email_link,T1598.003,SI-3
action.malware.vector.email_link,T1598.003,SI-4
action.malware.vector.email_link,T1598.003,SI-8
action.malware.vector.instant_messaging,T1566,AC-4
action.malware.vector.instant_messaging,T1566,CA-7
action.malware.vector.instant_messaging,T1566,CM-2
action.malware.vector.instant_messaging,T1566,CM-6
action.malware.vector.instant_messaging,T1566,IA-9
action.malware.vector.instant_messaging,T1566,SC-7
action.malware.vector.instant_messaging,T1566,SC-20
action.malware.vector.instant_messaging,T1566,SC-44
action.malware.vector.instant_messaging,T1566,SI-2
action.malware.vector.instant_messaging,T1566,SI-3
action.malware.vector.instant_messaging,T1566,SI-4
action.malware.vector.instant_messaging,T1566,SI-8
action.malware.vector.network_propagation,T1563,AC-2
action.malware.vector.network_propagation,T1570,AC-3
action.malware.vector.network_propagation,T1570,AC-4
action.malware.vector.network_propagation,T1563,AC-5
action.malware.vector.network_propagation,T1563,AC-6
action.malware.vector.network_propagation,T1021,AC-7
action.malware.vector.network_propagation,T1563.002,AC-11
action.malware.vector.network_propagation,T1563.002,AC-12
action.malware.vector.network_propagation,T1563,AC-17
action.malware.vector.network_propagation,T1021,AC-20
action.malware.vector.network_propagation,T1570,CA-7
action.malware.vector.network_propagation,T1563,CA-8
action.malware.vector.network_propagation,T1570,CM-2
action.malware.vector.network_propagation,T1563,CM-5
action.malware.vector.network_propagation,T1570,CM-6
action.malware.vector.network_propagation,T1570,CM-7
action.malware.vector.network_propagation,T1563,CM-8
action.malware.vector.network_propagation,T1563,IA-2
action.malware.vector.network_propagation,T1563,IA-4
action.malware.vector.network_propagation,T1563.001,IA-5
action.malware.vector.network_propagation,T1563,IA-6
action.malware.vector.network_propagation,T1563,RA-5
action.malware.vector.network_propagation,T1570,SC-7
action.malware.vector.network_propagation,T1563.001,SC-12
action.malware.vector.network_propagation,T1563.001,SC-23
action.malware.vector.network_propagation,T1563,SC-46
action.malware.vector.network_propagation,T1570,SI-3
action.malware.vector.network_propagation,T1570,SI-4
action.malware.vector.network_propagation,T1570,SI-10
action.malware.vector.network_propagation,T1570,SI-15
action.malware.vector.remote_injection,T1133,AC-3
action.malware.vector.remote_injection,T1133,AC-4
action.malware.vector.remote_injection,T1133,AC-6
action.malware.vector.remote_injection,T1133,AC-7
action.malware.vector.remote_injection,T1133,AC-17
action.malware.vector.remote_injection,T1133,AC-20
action.malware.vector.remote_injection,T1133,AC-23
action.malware.vector.remote_injection,T1133,CM-2
action.malware.vector.remote_injection,T1133,CM-6
action.malware.vector.remote_injection,T1133,CM-7
action.malware.vector.remote_injection,T1133,CM-8
action.malware.vector.remote_injection,T1133,IA-2
action.malware.vector.remote_injection,T1133,IA-5
action.malware.vector.remote_injection,T1133,RA-5
action.malware.vector.remote_injection,T1133,SC-7
action.malware.vector.remote_injection,T1133,SC-46
action.malware.vector.remote_injection,T1133,SI-4
action.malware.vector.remote_injection,T1133,SI-7
action.malware.vector.removable_media,T1091,AC-3
action.malware.vector.removable_media,T1091,AC-6
action.malware.vector.removable_media,T1092,CM-2
action.malware.vector.removable_media,T1092,CM-6
action.malware.vector.removable_media,T1092,CM-7
action.malware.vector.removable_media,T1092,CM-8
action.malware.vector.removable_media,T1092,MP-7
action.malware.vector.removable_media,T1092,RA-5
action.malware.vector.removable_media,T1091,SC-41
action.malware.vector.removable_media,T1092,SI-3
action.malware.vector.removable_media,T1092,SI-4
action.malware.vector.software_update,T1072,AC-2
action.malware.vector.software_update,T1072,AC-3
action.malware.vector.software_update,T1072,AC-4
action.malware.vector.software_update,T1072,AC-5
action.malware.vector.software_update,T1072,AC-6
action.malware.vector.software_update,T1072,AC-12
action.malware.vector.software_update,T1072,AC-20
action.malware.vector.software_update,T1195,CA-2
action.malware.vector.software_update,T1195,CA-7
action.malware.vector.software_update,T1072,CM-2
action.malware.vector.software_update,T1072,CM-5
action.malware.vector.software_update,T1072,CM-6
action.malware.vector.software_update,T1195,CM-7
action.malware.vector.software_update,T1072,CM-8
action.malware.vector.software_update,T1072,IA-2
action.malware.vector.software_update,T1072,IA-5
action.malware.vector.software_update,T1195,RA-5
action.malware.vector.software_update,T1195,RA-10
action.malware.vector.software_update,T1195,SA-22
action.malware.vector.software_update,T1072,SC-7
action.malware.vector.software_update,T1072,SC-12
action.malware.vector.software_update,T1072,SC-17
action.malware.vector.software_update,T1072,SC-46
action.malware.vector.software_update,T1195,SI-2
action.malware.vector.software_update,T1072,SI-3
action.malware.vector.software_update,T1072,SI-4
action.malware.vector.software_update,T1072,SI-7
action.malware.vector.software_update,T1072,SI-23
action.malware.vector.web_application,T1133,AC-3
action.malware.vector.web_application,T1133,AC-4
action.malware.vector.web_application,T1133,AC-6
action.malware.vector.web_application,T1133,AC-7
action.malware.vector.web_application,T1133,AC-17
action.malware.vector.web_application,T1133,AC-20
action.malware.vector.web_application,T1133,AC-23
action.malware.vector.web_application,T1133,CM-2
action.malware.vector.web_application,T1133,CM-6
action.malware.vector.web_application,T1133,CM-7
action.malware.vector.web_application,T1133,CM-8
action.malware.vector.web_application,T1133,IA-2
action.malware.vector.web_application,T1133,IA-5
action.malware.vector.web_application,T1133,RA-5
action.malware.vector.web_application,T1133,SC-7
action.malware.vector.web_application,T1133,SC-46
action.malware.vector.web_application,T1133,SI-4
action.malware.vector.web_application,T1133,SI-7
action.malware.vector.web_application_-_drive-by,T1212,AC-2
action.malware.vector.web_application_-_drive-by,T1189,AC-4
action.malware.vector.web_application_-_drive-by,T1189,AC-6
action.malware.vector.web_application_-_drive-by,T1189,CA-7
action.malware.vector.web_application_-_drive-by,T1212,CA-8
action.malware.vector.web_application_-_drive-by,T1189,CM-2
action.malware.vector.web_application_-_drive-by,T1176,CM-3
action.malware.vector.web_application_-_drive-by,T1176,CM-5
action.malware.vector.web_application_-_drive-by,T1189,CM-6
action.malware.vector.web_application_-_drive-by,T1176,CM-7
action.malware.vector.web_application_-_drive-by,T1189,CM-8
action.malware.vector.web_application_-_drive-by,T1212,RA-5
action.malware.vector.web_application_-_drive-by,T1212,RA-10
action.malware.vector.web_application_-_drive-by,T1189,SA-22
action.malware.vector.web_application_-_drive-by,T1189,SC-2
action.malware.vector.web_application_-_drive-by,T1189,SC-3
action.malware.vector.web_application_-_drive-by,T1189,SC-7
action.malware.vector.web_application_-_drive-by,T1189,SC-18
action.malware.vector.web_application_-_drive-by,T1212,SC-26
action.malware.vector.web_application_-_drive-by,T1189,SC-29
action.malware.vector.web_application_-_drive-by,T1189,SC-30
action.malware.vector.web_application_-_drive-by,T1212,SC-35
action.malware.vector.web_application_-_drive-by,T1189,SC-39
action.malware.vector.web_application_-_drive-by,T1189,SI-2
action.malware.vector.web_application_-_drive-by,T1189,SI-3
action.malware.vector.web_application_-_drive-by,T1189,SI-4
action.malware.vector.web_application_-_drive-by,T1212,SI-5
action.malware.vector.web_application_-_drive-by,T1189,SI-7
action.malware.vector.web_application_-_drive-by,T1176,SI-10
action.social.variety.phishing,T1598.001,AC-4
action.social.variety.phishing,T1598.001,CA-7
action.social.variety.phishing,T1204.003,CA-8
action.social.variety.phishing,T1598,CM-2
action.social.variety.phishing,T1598,CM-6
action.social.variety.phishing,T1204.001,CM-7
action.social.variety.phishing,T1598,IA-9
action.social.variety.phishing,T1204.003,RA-5
action.social.variety.phishing,T1204.003,SR-11
action.social.variety.phishing,T1598.001,SC-7
action.social.variety.phishing,T1598,SC-20
action.social.variety.phishing,T1598.001,SC-44
action.social.variety.phishing,T1566,SI-2
action.social.variety.phishing,T1598.001,SI-3
action.social.variety.phishing,T1598.001,SI-4
action.social.variety.phishing,T1204,SI-7
action.social.variety.phishing,T1598.001,SI-8
action.social.variety.phishing,T1204,SI-10
action.social.variety.phishing,T1204.003,SR-4
action.social.variety.phishing,T1204.003,SR-5
action.social.variety.phishing,T1204.003,SR-6
action.social.variety.pretexting,T1598,AC-4
action.social.variety.pretexting,T1598,CA-7
action.social.variety.pretexting,T1204.003,CA-8
action.social.variety.pretexting,T1598,CM-2
action.social.variety.pretexting,T1598,CM-6
action.social.variety.pretexting,T1204.003,CM-7
action.social.variety.pretexting,T1598,IA-9
action.social.variety.pretexting,T1204.003,RA-5
action.social.variety.pretexting,T1204.003,SR-11
action.social.variety.pretexting,T1598,SC-7
action.social.variety.pretexting,T1598,SC-20
action.social.variety.pretexting,T1598,SC-44
action.social.variety.pretexting,T1204.003,SI-2
action.social.variety.pretexting,T1598,SI-3
action.social.variety.pretexting,T1598,SI-4
action.social.variety.pretexting,T1204.003,SI-7
action.social.variety.pretexting,T1598,SI-8
action.social.variety.pretexting,T1204.003,SR-4
action.social.variety.pretexting,T1204.003,SR-5
action.social.variety.pretexting,T1204.003,SR-6
action.social.vector.email,T1566.003,AC-4
action.social.vector.email,T1566.003,CA-7
action.social.vector.email,T1566.003,SC-7
action.social.vector.email,T1566.003,SC-44
action.social.vector.email,T1566.003,SI-2
action.social.vector.email,T1566.003,SI-3
action.social.vector.email,T1566.003,SI-4
action.social.vector.email,T1566.003,SI-8
