orgSize,action,actor,region,industry,attribute,incident
large,malware,internal,apac,education,i,F
large,error,internal,lac,information,i,F
small,malware,partner,apac,realestate,c,F
unknown,error,partner,na,utilities,i,F
unknown,malware,external,emea,management,a,F
unknown,malware,partner,lac,professional,c,F
small,malware,external,emea,entertainment,i,F
large,malware,external,na,information,a,F
large,misuse,internal,na,agriculture,c,F
small,error,external,na,utilities,c,F
large,misuse,partner,apac,education,a,F
small,hacking,external,emea,publicadministration,a,F
unknown,hacking,external,apac,manufacturing,i,F
large,malware,partner,apac,information,c,F
small,hacking,external,na,administrative,i,F
small,malware,external,na,healthcare,a,F
unknown,hacking,external,emea,agriculture,c,F
large,misuse,partner,lac,finance,i,F
small,misuse,partner,emea,finance,i,F
large,error,external,na,healthcare,i,F
large,error,partner,na,utilities,i,F
unknown,malware,internal,apac,agriculture,i,F
small,malware,internal,emea,professional,a,F
large,hacking,partner,emea,trade,a,F
small,malware,partner,apac,professional,a,F
small,hacking,partner,apac,finance,i,F
unknown,misuse,external,lac,transportation,i,F
large,social,external,apac,otherservices,a,F
unknown,misuse,internal,apac,construction,a,F
large,error,partner,na,transportation,i,F
small,social,external,lac,trade,a,F
large,hacking,internal,na,entertainment,c,F
unknown,social,internal,lac,miningandutilities,i,F
unknown,social,internal,emea,miningandutilities,a,F
unknown,social,internal,lac,realestate,a,F
small,hacking,external,lac,realestate,a,F
unknown,malware,partner,emea,agriculture,i,F
small,error,external,emea,professional,a,F
small,social,external,na,agriculture,i,F
unknown,hacking,external,lac,utilities,i,F
large,social,partner,na,professional,c,F
unknown,error,external,apac,management,a,F
large,error,internal,lac,agriculture,a,F
small,error,partner,apac,retail,i,F
small,social,external,lac,publicadministration,i,F
large,error,partner,emea,professional,c,F
large,misuse,partner,apac,healthcare,i,F
large,misuse,partner,emea,otherservices,i,F
unknown,error,external,lac,trade,a,F
unknown,misuse,internal,apac,management,a,F
large,error,external,lac,professional,c,F
small,misuse,partner,lac,administrative,a,F
unknown,malware,external,apac,publicadministration,c,F
unknown,hacking,partner,emea,miningandutilities,i,F
large,misuse,internal,na,education,c,F
small,social,partner,apac,otherservices,a,F
unknown,social,external,emea,management,c,F
unknown,hacking,external,emea,otherservices,c,F
unknown,hacking,partner,na,publicadministration,a,F
unknown,error,external,na,trade,i,F
large,error,partner,emea,manufacturing,c,F
unknown,error,partner,emea,publicadministration,i,F
unknown,malware,internal,na,administrative,c,F
small,malware,internal,apac,management,i,F
unknown,malware,partner,apac,trade,c,F
unknown,hacking,internal,emea,utilities,c,F
unknown,hacking,external,emea,administrative,c,F
unknown,social,external,emea,publicadministration,a,F
large,malware,partner,emea,information,c,F
unknown,malware,partner,lac,administrative,a,F
unknown,hacking,external,lac,entertainment,a,F
large,social,partner,emea,realestate,i,F
unknown,hacking,external,emea,realestate,i,F
unknown,social,internal,lac,retail,i,F
large,error,internal,emea,miningandutilities,i,F
large,malware,internal,apac,otherservices,c,F
unknown,error,partner,lac,management,c,F
small,malware,internal,na,utilities,a,F
unknown,misuse,external,apac,utilities,c,F
unknown,misuse,external,na,construction,a,F
small,misuse,external,lac,finance,a,F
small,social,internal,lac,construction,a,F
unknown,social,external,apac,healthcare,c,F
small,hacking,external,lac,information,c,F
small,social,external,na,otherservices,i,F
unknown,error,external,emea,finance,i,F
small,social,partner,lac,healthcare,c,F
large,error,internal,apac,miningandutilities,a,F
large,social,internal,apac,administrative,a,F
unknown,social,internal,apac,finance,c,F
large,social,partner,lac,professional,a,F
unknown,error,partner,emea,education,a,F
unknown,social,partner,emea,construction,a,F
unknown,social,partner,apac,management,c,F
large,hacking,internal,lac,management,i,F
unknown,malware,partner,apac,entertainment,c,F
large,error,external,apac,miningandutilities,c,F
unknown,malware,external,apac,transportation,i,F
small,social,partner,na,realestate,a,F
large,misuse,partner,lac,publicadministration,c,F
unknown,error,external,emea,publicadministration,i,F
large,malware,partner,apac,accommodation,c,F
unknown,social,partner,na,information,a,F
unknown,malware,partner,apac,entertainment,i,F
small,malware,external,na,miningandutilities,i,F
unknown,error,partner,apac,management,c,F
unknown,social,internal,apac,utilities,i,F
large,malware,partner,lac,trade,c,F
unknown,social,internal,apac,miningandutilities,i,F
small,hacking,internal,emea,finance,i,F
unknown,error,external,lac,transportation,c,F
large,social,partner,na,entertainment,a,F
small,error,internal,na,healthcare,a,F
unknown,social,external,lac,education,i,F
small,malware,partner,emea,entertainment,i,F
small,misuse,internal,emea,agriculture,i,F
small,malware,internal,apac,otherservices,a,F
small,misuse,partner,apac,trade,i,F
small,malware,external,apac,education,i,F
small,malware,partner,apac,construction,i,F
unknown,social,external,apac,entertainment,a,F
unknown,misuse,internal,emea,healthcare,a,F
small,hacking,partner,emea,otherservices,a,F
large,misuse,external,lac,information,a,F
small,social,partner,lac,finance,a,F
unknown,hacking,partner,apac,trade,i,F
small,social,internal,na,realestate,i,F
unknown,social,partner,na,otherservices,c,F
unknown,misuse,partner,na,accommodation,i,F
small,misuse,external,emea,information,a,F
large,misuse,internal,na,management,i,F
large,hacking,external,lac,management,a,F
small,malware,external,emea,agriculture,i,F
large,misuse,partner,emea,accommodation,c,F
large,misuse,partner,na,miningandutilities,a,F
small,malware,partner,apac,information,c,F
large,error,external,lac,management,i,F
unknown,malware,external,emea,administrative,a,F
unknown,misuse,internal,lac,information,i,F
small,error,partner,lac,professional,i,F
unknown,malware,external,emea,information,a,F
unknown,hacking,internal,emea,construction,c,F
large,social,partner,na,retail,a,F
small,malware,partner,lac,publicadministration,a,F
small,malware,external,apac,manufacturing,c,F
large,misuse,external,lac,agriculture,i,F
unknown,social,partner,apac,construction,a,F
large,misuse,internal,apac,manufacturing,a,F
small,social,partner,na,education,a,F
unknown,social,internal,emea,healthcare,a,F
large,malware,external,na,retail,c,F
large,malware,partner,na,construction,i,F
unknown,social,partner,emea,manufacturing,c,F
small,social,external,emea,realestate,i,F
small,social,external,na,healthcare,c,F
small,error,external,apac,utilities,i,F
large,misuse,partner,emea,agriculture,c,F
small,error,partner,apac,publicadministration,a,F
unknown,hacking,external,emea,construction,c,F
unknown,misuse,internal,lac,agriculture,c,F
large,error,internal,lac,administrative,a,F
unknown,social,partner,apac,professional,i,F
small,misuse,external,lac,professional,i,F
unknown,social,internal,apac,transportation,a,F
large,error,internal,lac,retail,i,F
large,hacking,internal,lac,information,i,F
large,malware,internal,emea,administrative,c,F
large,malware,partner,lac,professional,a,F
large,hacking,partner,emea,healthcare,i,F
unknown,hacking,internal,na,publicadministration,i,F
small,social,partner,lac,accommodation,i,F
large,malware,partner,lac,education,i,F
small,social,internal,apac,miningandutilities,i,F
unknown,error,partner,emea,administrative,a,F
large,hacking,internal,emea,professional,a,F
large,misuse,internal,lac,education,i,F
unknown,malware,internal,apac,professional,i,F
large,misuse,partner,emea,utilities,c,F
large,misuse,partner,emea,professional,c,F
small,error,external,emea,retail,a,F
unknown,misuse,external,na,otherservices,i,F
unknown,social,partner,emea,otherservices,c,F
large,hacking,partner,apac,manufacturing,c,F
small,hacking,external,apac,education,c,F
small,social,external,emea,entertainment,c,F
small,hacking,external,emea,finance,c,F
small,misuse,internal,lac,miningandutilities,c,F
unknown,misuse,partner,lac,manufacturing,a,F
unknown,social,external,na,manufacturing,c,F
small,malware,partner,lac,otherservices,c,F
unknown,hacking,partner,apac,accommodation,c,F
large,error,external,lac,finance,a,F
large,social,partner,na,utilities,c,F
unknown,misuse,partner,na,miningandutilities,a,F
large,misuse,external,emea,finance,a,F
unknown,error,partner,na,realestate,a,F
unknown,malware,internal,apac,agriculture,c,F
unknown,misuse,internal,emea,publicadministration,i,F
small,social,external,na,information,a,F
unknown,misuse,partner,na,realestate,a,F
unknown,hacking,external,emea,finance,i,F
small,error,external,emea,publicadministration,a,F
large,misuse,partner,apac,realestate,a,F
unknown,hacking,partner,lac,accommodation,i,F
unknown,social,external,apac,accommodation,c,F
small,misuse,internal,lac,entertainment,a,F
large,hacking,internal,emea,finance,i,F
unknown,misuse,partner,lac,education,i,F
small,misuse,partner,emea,utilities,i,F
large,malware,external,apac,management,a,F
unknown,hacking,partner,apac,finance,a,F
large,misuse,partner,apac,entertainment,i,F
unknown,misuse,internal,lac,accommodation,c,F
small,hacking,partner,apac,transportation,i,F
unknown,malware,external,na,otherservices,a,F
unknown,malware,partner,lac,construction,a,F
small,error,internal,lac,professional,c,F
small,malware,external,lac,utilities,i,F
unknown,error,internal,lac,healthcare,a,F
large,malware,partner,na,agriculture,a,F
large,social,external,emea,education,i,F
large,error,internal,apac,administrative,a,F
large,hacking,internal,apac,finance,i,F
large,hacking,external,lac,professional,a,F
large,malware,external,na,miningandutilities,c,F
unknown,misuse,external,na,construction,i,F
small,misuse,external,lac,construction,i,F
large,hacking,internal,na,construction,i,F
large,error,internal,apac,otherservices,i,F
unknown,error,external,lac,agriculture,i,F
unknown,hacking,internal,apac,accommodation,c,F
small,error,partner,apac,transportation,c,F
large,error,partner,apac,healthcare,a,F
unknown,malware,partner,apac,education,a,F
unknown,malware,external,emea,entertainment,c,F
large,misuse,internal,apac,administrative,c,F
small,malware,external,na,finance,c,F
large,misuse,partner,emea,publicadministration,a,F
large,malware,partner,na,manufacturing,c,F
unknown,misuse,partner,na,management,a,F
small,error,internal,emea,manufacturing,c,F
large,misuse,partner,na,manufacturing,a,F
unknown,error,external,emea,healthcare,i,F
large,misuse,external,emea,miningandutilities,c,F
unknown,hacking,external,emea,accommodation,a,F
large,hacking,partner,lac,information,a,F
unknown,error,partner,emea,miningandutilities,a,F
unknown,misuse,partner,na,professional,i,F
large,misuse,internal,emea,transportation,a,F
small,social,partner,na,transportation,c,F
unknown,hacking,partner,lac,education,c,F
small,social,internal,emea,trade,c,F
unknown,misuse,partner,emea,transportation,i,F
large,malware,partner,na,construction,a,F
large,social,external,lac,education,i,F
small,malware,external,lac,manufacturing,i,F
unknown,social,internal,emea,utilities,i,F
small,hacking,partner,lac,trade,a,F
small,social,internal,na,healthcare,a,F
large,hacking,partner,emea,accommodation,c,F
small,misuse,internal,apac,information,a,F
unknown,social,internal,emea,education,c,F
unknown,malware,external,lac,otherservices,a,F
unknown,misuse,external,apac,administrative,c,F
large,error,internal,apac,realestate,a,F
small,malware,partner,apac,transportation,a,F
large,misuse,partner,emea,entertainment,a,F
large,malware,external,lac,management,c,F
small,malware,partner,na,transportation,a,F
unknown,malware,internal,apac,utilities,i,F
small,misuse,internal,lac,otherservices,i,F
large,social,external,lac,miningandutilities,i,F
small,malware,external,emea,otherservices,i,F
small,malware,partner,apac,professional,i,F
unknown,malware,internal,na,publicadministration,c,F
unknown,social,external,lac,publicadministration,a,F
small,social,partner,lac,transportation,i,F
small,misuse,partner,na,otherservices,i,F
unknown,error,external,emea,construction,c,F
unknown,social,partner,lac,publicadministration,c,F
large,hacking,partner,na,entertainment,i,F
unknown,social,external,emea,professional,c,F
unknown,misuse,external,na,realestate,i,F
small,misuse,internal,lac,agriculture,a,F
small,social,internal,emea,healthcare,a,F
large,hacking,partner,lac,miningandutilities,a,F
unknown,misuse,partner,apac,trade,a,F
small,malware,partner,na,finance,a,F
large,malware,internal,apac,agriculture,i,F
small,hacking,partner,na,realestate,a,F
unknown,hacking,internal,na,otherservices,c,F
small,hacking,internal,na,professional,a,F
small,social,external,apac,construction,i,F
large,malware,internal,na,publicadministration,i,F
unknown,hacking,partner,lac,entertainment,c,F
unknown,hacking,partner,na,trade,c,F
large,error,internal,emea,transportation,a,F
small,hacking,internal,na,professional,i,F
large,hacking,partner,lac,otherservices,c,F
small,malware,internal,lac,information,a,F
large,hacking,external,apac,miningandutilities,c,F
small,malware,internal,apac,entertainment,c,F
large,social,external,apac,publicadministration,c,F
unknown,hacking,internal,apac,retail,a,F
large,hacking,internal,apac,manufacturing,a,F
small,malware,partner,na,administrative,a,F
large,hacking,partner,apac,miningandutilities,a,F
small,misuse,internal,apac,trade,a,F
unknown,hacking,external,na,publicadministration,i,F
large,hacking,external,apac,miningandutilities,a,F
small,hacking,internal,emea,finance,c,F
large,malware,internal,lac,trade,a,F
small,hacking,external,na,otherservices,a,F
unknown,misuse,external,na,healthcare,c,F
large,social,external,emea,manufacturing,c,F
large,error,internal,na,entertainment,i,F
large,error,partner,na,agriculture,i,F
large,error,partner,na,utilities,c,F
unknown,hacking,external,apac,administrative,c,F
large,malware,internal,emea,entertainment,a,F
large,hacking,external,na,healthcare,c,F
small,hacking,internal,emea,retail,c,F
small,misuse,partner,emea,miningandutilities,a,F
large,misuse,internal,apac,transportation,i,F
small,malware,internal,lac,otherservices,i,F
unknown,misuse,internal,na,finance,c,F
small,misuse,partner,apac,accommodation,c,F
unknown,social,internal,emea,otherservices,c,F
unknown,error,external,lac,entertainment,a,F
unknown,error,external,lac,manufacturing,i,F
large,misuse,external,emea,construction,a,F
unknown,error,internal,emea,miningandutilities,c,F
small,hacking,partner,apac,utilities,a,F
large,hacking,internal,emea,miningandutilities,c,F
small,error,partner,emea,publicadministration,a,F
large,error,external,lac,retail,c,F
small,misuse,internal,na,utilities,i,F
unknown,social,partner,emea,information,c,F
large,social,partner,lac,accommodation,c,F
small,hacking,partner,emea,finance,a,F
large,hacking,internal,lac,miningandutilities,i,F
small,social,external,apac,finance,i,F
small,hacking,partner,lac,entertainment,i,F
large,hacking,partner,apac,otherservices,i,F
small,social,external,na,education,c,F
large,social,partner,emea,otherservices,i,F
unknown,misuse,partner,na,entertainment,a,F
small,misuse,external,apac,agriculture,c,F
unknown,social,partner,na,transportation,i,F
large,error,internal,apac,accommodation,i,F
small,error,partner,apac,otherservices,c,F
large,malware,external,na,management,i,F
small,social,external,apac,realestate,a,F
small,misuse,internal,lac,utilities,i,F
large,error,internal,apac,trade,i,F
unknown,error,external,na,retail,i,F
unknown,social,internal,emea,finance,i,F
small,malware,external,lac,transportation,a,F
unknown,hacking,external,apac,management,a,F
small,error,external,emea,manufacturing,a,F
unknown,malware,internal,lac,healthcare,c,F
large,social,internal,lac,accommodation,a,F
unknown,malware,internal,lac,transportation,c,F
small,social,internal,na,finance,a,F
unknown,social,internal,na,administrative,i,F
small,malware,partner,emea,finance,a,F
unknown,hacking,partner,apac,utilities,i,F
unknown,hacking,internal,na,professional,i,F
large,social,partner,lac,finance,c,F
large,malware,external,emea,information,i,F
large,social,partner,lac,miningandutilities,a,F
small,error,external,lac,manufacturing,i,F
unknown,error,external,lac,realestate,c,F
large,malware,internal,emea,professional,a,F
large,error,internal,emea,professional,i,F
unknown,misuse,internal,na,healthcare,c,F
large,social,internal,emea,manufacturing,c,F
unknown,social,internal,apac,retail,i,F
large,misuse,internal,lac,education,c,F
unknown,social,partner,lac,utilities,a,F
large,social,external,lac,administrative,a,F
unknown,misuse,external,na,otherservices,c,F
large,misuse,partner,na,management,a,F
unknown,hacking,internal,lac,utilities,a,F
unknown,misuse,external,emea,realestate,c,F
small,social,partner,apac,transportation,c,F
large,error,partner,apac,retail,i,F
unknown,malware,internal,lac,miningandutilities,c,F
unknown,hacking,partner,apac,miningandutilities,a,F
large,malware,external,na,realestate,a,F
large,hacking,partner,apac,utilities,i,F
large,error,partner,lac,retail,a,F
small,social,internal,lac,finance,i,F
unknown,malware,partner,emea,publicadministration,i,F
unknown,misuse,internal,emea,administrative,c,F
unknown,hacking,internal,apac,construction,i,F
small,malware,internal,apac,administrative,i,F
unknown,social,external,na,finance,i,F
unknown,hacking,external,apac,retail,i,F
small,social,internal,apac,entertainment,i,F
small,error,partner,emea,trade,i,F
unknown,error,external,apac,construction,i,F
small,error,external,na,information,a,F
large,social,internal,emea,miningandutilities,a,F
small,error,external,na,utilities,a,F
large,social,partner,na,professional,a,F
unknown,hacking,partner,lac,retail,c,F
unknown,misuse,external,na,utilities,a,F
small,hacking,internal,na,realestate,c,F
small,misuse,internal,na,management,i,F
small,social,partner,lac,information,i,F
unknown,error,external,apac,retail,c,F
small,social,internal,emea,otherservices,a,F
small,misuse,internal,na,construction,i,F
unknown,social,internal,na,construction,a,F
unknown,social,external,apac,manufacturing,i,F
unknown,error,internal,emea,transportation,a,F
unknown,malware,partner,emea,agriculture,a,F
small,social,external,lac,realestate,i,F
unknown,malware,external,na,entertainment,a,F
unknown,malware,internal,emea,otherservices,a,F
small,error,internal,lac,healthcare,i,F
large,hacking,internal,lac,trade,i,F
small,hacking,external,apac,agriculture,c,F
large,misuse,internal,na,construction,c,F
large,misuse,internal,lac,construction,i,F
small,social,internal,lac,accommodation,c,F
small,hacking,partner,apac,education,i,F
unknown,error,internal,apac,miningandutilities,c,F
small,malware,partner,emea,finance,c,F
unknown,error,partner,apac,retail,c,F
unknown,social,partner,emea,finance,a,F
large,error,internal,lac,transportation,i,F
large,error,internal,lac,management,i,F
large,malware,external,emea,education,c,F
small,social,internal,apac,publicadministration,a,F
small,malware,internal,emea,retail,c,F
unknown,social,partner,emea,agriculture,c,F
small,misuse,internal,emea,manufacturing,c,F
large,hacking,partner,apac,entertainment,i,F
large,error,external,lac,entertainment,a,F
unknown,social,external,apac,information,c,F
small,malware,external,emea,education,i,F
small,error,external,na,utilities,i,F
large,error,partner,apac,construction,i,F
large,social,partner,na,miningandutilities,c,F
large,malware,partner,lac,utilities,a,F
small,malware,partner,emea,publicadministration,a,F
small,malware,partner,na,management,c,F
small,error,partner,emea,construction,a,F
large,hacking,partner,na,professional,a,F
small,social,partner,lac,manufacturing,i,F
unknown,social,external,na,administrative,c,F
large,malware,partner,apac,education,i,F
unknown,error,partner,lac,management,i,F
small,malware,partner,apac,transportation,c,F
small,malware,partner,lac,utilities,a,F
large,malware,internal,apac,management,a,F
small,social,external,na,administrative,a,F
small,error,partner,apac,entertainment,c,F
large,malware,internal,emea,retail,i,F
small,error,internal,apac,utilities,i,F
small,social,external,lac,entertainment,a,F
unknown,social,external,na,otherservices,i,F
unknown,hacking,internal,apac,finance,i,F
small,social,partner,na,management,a,F
unknown,malware,internal,apac,realestate,c,F
large,misuse,internal,apac,accommodation,i,F
unknown,social,external,emea,information,a,F
unknown,hacking,internal,emea,management,a,F
unknown,malware,internal,lac,administrative,i,F
small,misuse,internal,lac,transportation,c,F
unknown,social,partner,apac,miningandutilities,i,F
small,social,partner,lac,accommodation,a,F
small,malware,internal,apac,information,a,F
large,hacking,external,emea,agriculture,a,F
unknown,misuse,external,emea,administrative,c,F
small,malware,internal,na,information,i,F
unknown,social,external,lac,trade,i,F
small,error,external,emea,education,c,F
large,malware,internal,na,information,a,F
small,error,external,apac,utilities,c,F
small,error,partner,emea,utilities,i,F
large,malware,external,na,manufacturing,a,F
unknown,misuse,internal,apac,education,a,F
small,misuse,external,apac,administrative,a,F
small,misuse,external,emea,healthcare,a,F
small,social,external,apac,healthcare,a,F
large,malware,external,apac,otherservices,c,F
large,hacking,external,na,publicadministration,i,F
unknown,misuse,internal,lac,healthcare,c,F
large,error,external,lac,professional,i,F
unknown,error,internal,na,professional,a,F
large,malware,partner,apac,education,c,F
unknown,error,external,emea,trade,c,F
small,hacking,partner,emea,agriculture,i,F
large,misuse,internal,na,entertainment,a,F
large,malware,internal,na,manufacturing,c,F
small,misuse,external,lac,management,a,F
small,hacking,partner,na,retail,c,F
large,social,external,apac,otherservices,c,F
small,error,external,lac,realestate,c,F
small,hacking,external,apac,otherservices,i,F
small,misuse,external,lac,realestate,c,F
unknown,malware,external,emea,publicadministration,a,F
small,misuse,partner,emea,professional,i,F
small,malware,internal,na,publicadministration,a,F
large,social,partner,apac,entertainment,i,F
unknown,misuse,external,emea,information,a,F
small,hacking,internal,lac,retail,i,F
large,misuse,partner,emea,finance,i,F
large,error,external,apac,manufacturing,i,F
large,error,partner,emea,accommodation,c,F
unknown,social,internal,na,publicadministration,a,F
large,misuse,internal,emea,healthcare,c,F
large,malware,internal,na,agriculture,c,F
small,social,partner,apac,realestate,c,F
small,error,partner,na,education,i,F
large,malware,partner,na,management,a,F
large,social,partner,apac,entertainment,a,F
small,hacking,partner,lac,miningandutilities,c,F
small,malware,partner,na,agriculture,i,F
large,hacking,external,lac,professional,i,F
unknown,misuse,external,na,retail,a,F
unknown,malware,partner,lac,healthcare,i,F
large,misuse,internal,lac,transportation,c,F
small,misuse,external,apac,realestate,i,F
large,malware,internal,apac,utilities,c,F
small,hacking,internal,na,retail,c,F
unknown,hacking,external,emea,education,a,F
unknown,hacking,internal,na,utilities,a,F
small,error,external,apac,information,i,F
large,hacking,external,na,administrative,a,F
large,misuse,external,na,retail,i,F
unknown,malware,partner,lac,realestate,a,F
unknown,misuse,partner,na,agriculture,a,F
unknown,hacking,internal,emea,accommodation,i,F
large,misuse,partner,emea,construction,i,F
unknown,malware,external,apac,manufacturing,c,F
small,malware,internal,lac,utilities,i,F
large,misuse,internal,na,utilities,a,F
unknown,malware,internal,lac,miningandutilities,i,F
unknown,social,partner,na,manufacturing,a,F
large,malware,internal,emea,manufacturing,c,F
small,malware,partner,lac,agriculture,i,F
unknown,misuse,external,lac,trade,c,F
large,social,internal,emea,information,a,F
small,malware,internal,apac,utilities,a,F
small,social,external,na,retail,i,F
unknown,social,external,apac,healthcare,i,F
large,social,internal,emea,manufacturing,i,F
unknown,hacking,partner,na,utilities,c,F
large,misuse,external,emea,transportation,a,F
unknown,hacking,external,na,management,c,F
small,hacking,internal,emea,publicadministration,c,F
large,malware,partner,emea,healthcare,c,F
large,error,external,emea,otherservices,a,F
unknown,malware,external,emea,construction,i,F
unknown,social,internal,na,healthcare,c,F
large,hacking,partner,apac,information,i,F
small,misuse,partner,lac,entertainment,a,F
unknown,social,internal,apac,retail,a,F
unknown,error,internal,emea,professional,c,F
unknown,malware,internal,na,finance,a,F
small,error,external,na,manufacturing,a,F
small,hacking,internal,emea,education,a,F
large,misuse,external,na,utilities,i,F
large,malware,internal,apac,management,i,F
small,error,external,emea,otherservices,c,F
unknown,error,internal,apac,information,a,F
large,social,partner,apac,education,i,F
large,hacking,external,na,information,c,F
small,social,internal,apac,healthcare,a,F
unknown,social,external,lac,trade,c,F
large,hacking,partner,emea,miningandutilities,a,F
unknown,social,external,apac,transportation,c,F
unknown,hacking,partner,emea,construction,c,F
large,malware,external,emea,healthcare,c,F
large,social,internal,na,accommodation,a,F
unknown,hacking,external,lac,manufacturing,c,F
unknown,error,external,lac,accommodation,a,F
large,hacking,internal,lac,agriculture,i,F
unknown,malware,partner,apac,manufacturing,c,F
unknown,malware,partner,emea,professional,a,F
unknown,malware,internal,apac,otherservices,a,F
unknown,misuse,external,lac,publicadministration,a,F
small,malware,internal,na,entertainment,a,F
large,misuse,partner,emea,retail,i,F
small,error,external,lac,education,a,F
large,hacking,partner,apac,otherservices,c,F
small,misuse,external,emea,manufacturing,i,F
small,hacking,partner,apac,healthcare,i,F
small,error,external,apac,construction,i,F
unknown,malware,internal,na,finance,c,F
small,social,partner,na,professional,a,F
small,misuse,partner,emea,transportation,i,F
small,misuse,internal,na,construction,a,F
unknown,social,partner,lac,administrative,i,F
small,error,external,lac,finance,c,F
unknown,misuse,partner,lac,management,c,F
small,malware,partner,emea,manufacturing,i,F
unknown,malware,internal,na,construction,i,F
small,malware,external,apac,utilities,i,F
large,hacking,partner,apac,accommodation,i,F
unknown,error,external,apac,professional,i,F
large,malware,internal,na,publicadministration,a,F
large,error,external,lac,information,i,F
unknown,malware,partner,emea,professional,c,F
large,error,external,apac,finance,c,F
small,social,external,na,finance,a,F
large,hacking,partner,lac,education,i,F
small,error,external,na,professional,i,F
small,social,internal,apac,accommodation,i,F
small,misuse,partner,lac,retail,i,F
large,error,internal,na,administrative,c,F
small,malware,partner,na,finance,c,F
large,hacking,partner,emea,publicadministration,c,F
small,social,partner,apac,otherservices,c,F
small,error,external,na,transportation,i,F
large,error,external,na,otherservices,c,F
small,error,internal,na,construction,a,F
small,hacking,partner,apac,healthcare,a,F
large,hacking,partner,apac,publicadministration,a,F
small,misuse,external,apac,management,a,F
small,misuse,partner,apac,publicadministration,a,F
large,error,internal,lac,management,c,F
unknown,malware,internal,apac,manufacturing,a,F
large,error,external,na,professional,i,F
small,error,internal,lac,entertainment,a,F
large,social,internal,emea,education,c,F
small,malware,internal,apac,trade,c,F
small,error,partner,apac,finance,c,F
small,hacking,external,lac,finance,i,F
large,malware,external,na,management,a,F
small,hacking,external,apac,transportation,c,F
unknown,misuse,partner,apac,finance,c,F
small,misuse,external,lac,healthcare,a,F
large,social,partner,na,finance,i,F
large,malware,partner,emea,accommodation,c,F
large,malware,partner,lac,manufacturing,i,F
small,misuse,internal,lac,publicadministration,a,F
small,malware,internal,emea,construction,c,F
large,malware,external,lac,retail,c,F
large,error,internal,lac,utilities,i,F
large,error,internal,emea,entertainment,a,F
large,social,external,emea,education,a,F
small,hacking,external,na,publicadministration,a,F
large,social,internal,lac,healthcare,c,F
unknown,misuse,internal,na,utilities,i,F
small,error,partner,na,accommodation,i,F
unknown,malware,partner,na,agriculture,a,F
large,misuse,partner,emea,utilities,i,F
small,hacking,partner,lac,manufacturing,a,F
small,social,internal,na,management,c,F
large,misuse,internal,na,information,i,F
unknown,error,internal,na,otherservices,c,F
small,error,internal,apac,publicadministration,c,F
large,social,external,apac,accommodation,c,F
large,social,external,emea,accommodation,i,F
unknown,social,internal,na,healthcare,a,F
small,social,external,emea,retail,i,F
unknown,malware,internal,emea,publicadministration,a,F
small,hacking,partner,emea,retail,i,F
large,malware,external,emea,publicadministration,i,F
small,misuse,external,lac,education,c,F
unknown,malware,partner,na,manufacturing,i,F
unknown,misuse,partner,lac,retail,i,F
small,misuse,internal,na,finance,c,F
small,misuse,internal,apac,management,i,F
small,malware,partner,emea,miningandutilities,a,F
small,error,partner,na,construction,i,F
large,hacking,internal,na,information,c,F
small,social,external,emea,administrative,i,F
small,malware,external,apac,healthcare,i,F
small,social,internal,apac,construction,a,F
unknown,misuse,partner,emea,publicadministration,a,F
unknown,hacking,partner,lac,education,a,F
small,malware,internal,apac,otherservices,c,F
unknown,social,internal,emea,education,a,F
small,social,external,apac,manufacturing,i,F
large,misuse,internal,na,transportation,i,F
unknown,social,partner,lac,transportation,a,F
unknown,malware,internal,lac,agriculture,i,F
large,hacking,internal,emea,construction,c,F
small,hacking,external,emea,information,a,F
unknown,hacking,internal,apac,realestate,c,F
small,hacking,internal,lac,entertainment,a,F
large,hacking,external,emea,information,a,F
large,error,partner,na,otherservices,a,F
large,social,internal,lac,entertainment,c,F
small,malware,internal,lac,accommodation,a,F
unknown,misuse,external,emea,trade,i,F
unknown,misuse,external,na,trade,a,F
unknown,social,internal,lac,trade,c,F
unknown,hacking,internal,emea,transportation,c,F
unknown,error,partner,apac,information,i,F
small,misuse,partner,lac,manufacturing,a,F
large,malware,external,apac,accommodation,a,F
small,hacking,external,lac,management,c,F
unknown,misuse,internal,na,finance,a,F
large,social,internal,apac,management,a,F
small,hacking,external,apac,manufacturing,i,F
small,misuse,partner,emea,agriculture,i,F
small,misuse,external,na,education,i,F
small,hacking,external,na,administrative,a,F
small,hacking,partner,na,otherservices,a,F
unknown,hacking,partner,lac,education,i,F
small,error,internal,lac,information,a,F
unknown,malware,partner,na,administrative,c,F
unknown,error,internal,apac,administrative,a,F
large,hacking,partner,na,management,i,F
large,error,internal,apac,professional,a,F
small,misuse,partner,na,education,i,F
small,social,external,apac,accommodation,i,F
large,hacking,partner,na,manufacturing,c,F
small,hacking,internal,na,miningandutilities,a,F
small,error,internal,lac,education,c,F
small,malware,partner,lac,management,c,F
large,misuse,external,apac,trade,i,F
unknown,malware,internal,emea,accommodation,c,F
small,malware,external,na,publicadministration,c,F
small,social,internal,emea,utilities,i,F
unknown,error,external,lac,professional,i,F
small,hacking,internal,apac,realestate,i,F
unknown,malware,internal,emea,entertainment,i,F
large,social,partner,apac,professional,a,F
unknown,error,partner,lac,retail,a,F
small,hacking,partner,apac,otherservices,c,F
small,error,external,apac,miningandutilities,c,F
