victim.orgsize,action,actor,victim.region,victim.industry.name,attribute,incident,IDnum
small,social,internal,na,public,c,F,3259
small,social,external,na,healthcare,i,T,3260
small,error,partner,na,educational,i,F,3261
large,misuse,internal,na,educational,a,F,3262
small,unknown,external,na,retail,c,T,3263
small,malware,external,emea,educational,i,T,3264
unknown,error,internal,apac,healthcare,i,T,3265
large,hacking,external,emea,professional,a,F,3266
unknown,malware,external,emea,management,a,F,3267
large,malware,external,emea,healthcare,i,F,3268
large,error,external,emea,transportation,i,F,3269
large,misuse,external,na,retail,c,F,3270
large,misuse,internal,apac,retail,c,T,3271
small,misuse,partner,lac,information,i,F,3272
unknown,social,partner,apac,mining,a,F,3273
large,social,internal,na,trade,c,F,3274
large,hacking,external,na,healthcare,c,T,3275
large,misuse,internal,na,manufacturing,i,T,3276
large,misuse,internal,lac,agriculture,a,F,3277
small,error,external,lac,transportation,i,F,3278
small,malware,external,na,retail,i,T,3279
large,social,partner,na,public,c,F,3280
small,error,internal,na,retail,c,T,3281
unknown,malware,internal,apac,agriculture,c,F,3282
small,malware,external,na,healthcare,i,T,3283
small,misuse,partner,lac,finance,i,F,3284
small,hacking,external,emea,information,c,T,3285
small,hacking,external,emea,finance,c,T,3286
large,error,external,na,mining,a,F,3287
small,social,external,na,finance,i,T,3288
small,error,internal,apac,healthcare,c,T,3289
small,social,external,lac,management,a,F,3290
unknown,misuse,external,lac,accommodation,a,F,3291
small,misuse,partner,lac,educational,i,F,3292
large,hacking,external,na,educational,c,T,3293
small,error,internal,emea,educational,c,T,3294
small,social,partner,apac,information,i,F,3295
unknown,error,internal,emea,public,c,T,3296
small,misuse,internal,na,healthcare,c,T,3297
small,error,internal,emea,management,a,F,3298
unknown,error,external,lac,finance,c,F,3299
large,error,internal,lac,professional,i,F,3300
unknown,social,internal,emea,utilities,i,F,3301
unknown,misuse,internal,na,healthcare,i,T,3302
small,misuse,partner,lac,transportation,a,F,3303
unknown,misuse,external,emea,management,a,F,3304
unknown,social,partner,na,administrative,a,F,3305
small,hacking,external,apac,transportation,a,F,3306
small,error,internal,na,healthcare,c,T,3307
unknown,hacking,partner,na,information,c,F,3308
small,unknown,internal,apac,public,c,T,3309
small,error,internal,emea,healthcare,c,T,3310
small,error,unknown,na,healthcare,c,T,3311
small,error,internal,na,healthcare,c,T,3312
unknown,error,external,apac,management,i,F,3313
large,misuse,internal,na,healthcare,c,T,3314
small,misuse,external,emea,entertainment,a,F,3315
unknown,malware,internal,na,management,a,F,3316
small,unknown,external,na,finance,i,T,3317
small,malware,external,na,public,i,T,3318
large,malware,external,na,transportation,i,T,3319
unknown,misuse,internal,apac,transportation,c,T,3320
small,hacking,external,na,retail,c,T,3321
small,misuse,internal,na,accommodation,i,T,3322
small,misuse,internal,emea,public,c,T,3323
large,hacking,partner,emea,construction,c,F,3324
small,hacking,external,emea,professional,c,T,3325
unknown,error,internal,na,unknown,c,T,3326
unknown,error,internal,na,public,c,T,3327
large,social,external,lac,utilities,c,F,3328
small,error,external,apac,professional,a,F,3329
unknown,error,partner,emea,mining,a,F,3330
unknown,social,external,apac,finance,a,F,3331
small,error,internal,na,healthcare,c,T,3332
large,hacking,partner,na,transportation,a,F,3333
unknown,malware,internal,na,administrative,c,F,3334
unknown,malware,partner,lac,professional,i,F,3335
small,hacking,external,emea,finance,i,T,3336
large,malware,external,apac,manufacturing,i,T,3337
unknown,misuse,internal,na,healthcare,c,T,3338
large,malware,external,na,accommodation,i,T,3339
small,hacking,external,na,educational,c,T,3340
small,misuse,internal,emea,healthcare,c,T,3341
small,error,internal,emea,entertainment,c,F,3342
large,misuse,internal,apac,administrative,c,F,3343
large,error,internal,na,public,c,T,3344
large,error,internal,na,public,c,T,3345
small,error,internal,emea,public,c,T,3346
large,hacking,internal,na,utilities,c,F,3347
large,hacking,internal,emea,manufacturing,i,F,3348
unknown,misuse,internal,na,transportation,c,F,3349
small,malware,partner,apac,transportation,a,F,3350
unknown,misuse,partner,emea,manufacturing,c,F,3351
small,hacking,partner,lac,agriculture,c,F,3352
small,hacking,internal,na,healthcare,c,T,3353
unknown,malware,internal,emea,utilities,c,F,3354
small,malware,external,na,administrative,i,T,3355
large,hacking,internal,lac,educational,i,F,3356
large,hacking,partner,emea,entertainment,a,F,3357
large,error,partner,apac,retail,a,F,3358
unknown,hacking,internal,emea,manufacturing,i,F,3359
large,malware,internal,emea,realestate,a,F,3360
large,misuse,external,lac,agriculture,i,F,3361
small,malware,external,na,mining,c,F,3362
large,misuse,external,apac,management,a,F,3363
large,misuse,internal,na,healthcare,c,T,3364
small,misuse,internal,na,healthcare,c,T,3365
large,hacking,external,apac,public,c,T,3366
small,hacking,external,na,public,c,T,3367
large,error,internal,na,healthcare,c,T,3368
large,error,internal,apac,transportation,c,T,3369
large,unknown,external,na,retail,i,T,3370
small,malware,external,na,accommodation,i,T,3371
small,misuse,internal,na,professional,c,T,3372
small,misuse,internal,na,public,i,T,3373
large,misuse,partner,na,public,c,T,3374
unknown,social,external,na,educational,i,T,3375
unknown,error,external,lac,agriculture,c,F,3376
small,unknown,external,na,retail,i,T,3377
unknown,misuse,external,apac,trade,a,F,3378
unknown,social,external,emea,public,c,F,3379
large,social,external,lac,finance,a,F,3380
unknown,malware,internal,lac,information,i,F,3381
large,social,partner,apac,trade,i,F,3382
small,error,partner,na,realestate,i,F,3383
small,error,external,lac,management,a,F,3384
small,error,internal,na,healthcare,c,T,3385
small,error,internal,na,manufacturing,c,T,3386
small,social,external,na,agriculture,i,T,3387
small,hacking,external,emea,professional,c,T,3388
large,hacking,external,lac,accommodation,c,F,3389
large,error,external,lac,construction,a,F,3390
small,unknown,external,na,finance,i,T,3391
small,error,internal,na,healthcare,c,T,3392
small,hacking,external,na,information,c,T,3393
small,hacking,external,na,information,c,T,3394
unknown,error,internal,emea,utilities,a,F,3395
small,malware,partner,apac,accommodation,c,F,3396
large,malware,external,emea,mining,c,F,3397
large,error,partner,na,administrative,c,F,3398
large,error,internal,emea,retail,c,T,3399
small,hacking,external,na,information,c,T,3400
large,malware,external,lac,retail,i,F,3401
large,misuse,internal,na,healthcare,i,T,3402
unknown,malware,partner,emea,finance,i,F,3403
large,misuse,internal,na,entertainment,i,T,3404
small,error,internal,na,public,c,T,3405
small,misuse,internal,emea,public,c,T,3406
large,misuse,internal,lac,otherservices,a,F,3407
large,error,internal,emea,healthcare,c,T,3408
large,misuse,partner,lac,finance,i,F,3409
large,error,external,emea,manufacturing,c,F,3410
small,hacking,external,na,healthcare,c,T,3411
large,social,partner,na,accommodation,i,F,3412
large,social,partner,lac,agriculture,i,F,3413
large,misuse,internal,na,healthcare,c,T,3414
unknown,malware,partner,emea,professional,c,F,3415
large,malware,external,lac,mining,a,F,3416
small,social,partner,apac,otherservices,i,F,3417
large,hacking,external,na,accommodation,c,T,3418
large,social,external,apac,retail,i,T,3419
unknown,social,partner,lac,utilities,c,F,3420
unknown,misuse,internal,emea,mining,a,F,3421
large,hacking,external,na,information,i,T,3422
unknown,misuse,external,lac,accommodation,i,F,3423
small,malware,partner,apac,accommodation,i,F,3424
large,error,partner,na,accommodation,c,T,3425
large,error,internal,apac,public,i,F,3426
small,unknown,external,emea,entertainment,c,T,3427
large,social,external,lac,entertainment,a,F,3428
large,error,internal,na,professional,c,T,3429
unknown,social,external,lac,healthcare,c,F,3430
large,misuse,internal,na,educational,c,T,3431
unknown,hacking,external,emea,unknown,c,T,3432
large,malware,external,apac,realestate,a,F,3433
small,error,internal,na,finance,c,T,3434
small,misuse,internal,na,finance,i,T,3435
small,misuse,external,apac,trade,c,F,3436
small,error,internal,na,entertainment,c,T,3437
large,misuse,internal,na,healthcare,c,T,3438
small,error,external,na,agriculture,i,F,3439
small,error,internal,na,educational,c,T,3440
large,misuse,external,lac,finance,i,F,3441
unknown,malware,external,apac,manufacturing,c,F,3442
unknown,hacking,partner,na,realestate,a,F,3443
unknown,misuse,internal,apac,educational,a,F,3444
small,misuse,partner,emea,realestate,c,T,3445
large,error,internal,na,healthcare,c,T,3446
large,misuse,internal,na,healthcare,c,T,3447
large,error,internal,lac,transportation,a,F,3448
small,hacking,partner,emea,entertainment,c,F,3449
small,social,external,apac,realestate,i,F,3450
unknown,social,internal,apac,transportation,a,F,3451
small,misuse,internal,na,professional,c,T,3452
large,malware,external,emea,mining,i,F,3453
unknown,misuse,partner,emea,agriculture,c,F,3454
unknown,malware,external,lac,construction,i,F,3455
small,error,internal,emea,educational,c,T,3456
large,hacking,external,na,information,c,T,3457
large,error,internal,na,retail,c,T,3458
small,hacking,external,emea,finance,c,T,3459
large,social,external,na,information,i,T,3460
small,misuse,internal,na,otherservices,c,T,3461
unknown,social,external,apac,otherservices,i,T,3462
unknown,malware,internal,apac,public,c,F,3463
large,error,internal,lac,administrative,a,F,3464
unknown,hacking,external,lac,educational,i,F,3465
small,error,partner,apac,administrative,a,F,3466
small,misuse,internal,emea,public,c,T,3467
unknown,hacking,external,global,information,c,T,3468
large,social,external,emea,educational,i,T,3469
small,misuse,partner,emea,realestate,i,F,3470
small,error,internal,na,entertainment,c,T,3471
large,malware,external,apac,otherservices,a,F,3472
small,social,external,emea,finance,i,F,3473
small,error,partner,emea,retail,c,F,3474
small,malware,external,emea,construction,a,F,3475
large,social,external,na,healthcare,i,T,3476
unknown,malware,partner,lac,retail,c,F,3477
unknown,error,internal,lac,unknown,c,T,3478
unknown,malware,external,lac,mining,i,F,3479
unknown,hacking,partner,na,educational,c,F,3480
small,malware,external,na,educational,i,T,3481
large,hacking,internal,apac,trade,a,F,3482
small,social,internal,na,entertainment,c,F,3483
small,error,internal,apac,educational,c,T,3484
unknown,hacking,internal,lac,realestate,a,F,3485
unknown,error,internal,na,professional,c,T,3486
small,malware,external,na,professional,i,T,3487
large,misuse,internal,emea,public,c,T,3488
small,hacking,external,na,information,i,T,3489
large,social,internal,lac,transportation,a,F,3490
small,misuse,partner,apac,finance,a,F,3491
small,error,internal,na,educational,c,T,3492
unknown,social,partner,emea,utilities,a,F,3493
large,misuse,internal,apac,manufacturing,c,T,3494
large,misuse,internal,emea,professional,c,T,3495
unknown,hacking,partner,apac,mining,a,F,3496
large,hacking,external,na,educational,c,T,3497
small,social,internal,na,accommodation,a,F,3498
large,misuse,partner,na,retail,a,F,3499
small,misuse,internal,na,transportation,i,T,3500
unknown,malware,external,emea,educational,c,F,3501
small,misuse,internal,na,healthcare,c,T,3502
small,misuse,internal,na,healthcare,i,T,3503
small,misuse,internal,apac,information,i,T,3504
small,misuse,internal,na,retail,c,T,3505
unknown,malware,partner,na,professional,c,F,3506
large,misuse,partner,emea,manufacturing,a,F,3507
small,hacking,external,emea,information,i,T,3508
small,social,external,na,healthcare,i,T,3509
large,malware,partner,apac,agriculture,i,F,3510
unknown,error,partner,na,administrative,c,F,3511
large,hacking,external,na,professional,c,T,3512
small,social,external,na,healthcare,i,T,3513
small,error,internal,na,retail,i,F,3514
small,hacking,internal,lac,finance,i,F,3515
unknown,social,external,emea,construction,i,T,3516
large,error,external,apac,retail,c,F,3517
unknown,social,internal,na,finance,c,F,3518
large,misuse,internal,na,finance,c,T,3519
unknown,misuse,external,lac,finance,a,F,3520
unknown,error,internal,na,educational,c,T,3521
small,malware,external,na,professional,i,T,3522
small,error,internal,na,information,c,T,3523
small,error,internal,na,public,c,T,3524
large,malware,external,na,information,i,T,3525
large,error,internal,na,information,c,T,3526
small,error,internal,na,healthcare,c,T,3527
large,misuse,external,emea,information,a,F,3528
large,hacking,external,na,public,c,T,3529
small,error,internal,na,finance,c,T,3530
large,social,external,apac,mining,i,F,3531
large,error,internal,na,realestate,i,F,3532
small,unknown,external,na,information,c,T,3533
large,social,internal,emea,public,i,F,3534
large,social,external,na,information,i,T,3535
small,unknown,external,na,retail,i,T,3536
unknown,misuse,internal,na,healthcare,c,T,3537
small,social,external,na,finance,i,T,3538
small,misuse,external,global,information,c,T,3539
large,hacking,external,na,healthcare,c,T,3540
large,hacking,partner,apac,educational,c,F,3541
unknown,misuse,internal,na,entertainment,i,F,3542
large,error,partner,emea,retail,a,F,3543
unknown,misuse,internal,emea,healthcare,c,T,3544
unknown,social,external,na,finance,i,F,3545
large,malware,internal,na,information,i,F,3546
small,hacking,external,na,professional,c,T,3547
unknown,hacking,unknown,na,information,c,T,3548
unknown,malware,internal,emea,entertainment,c,F,3549
large,misuse,internal,na,healthcare,c,T,3550
large,social,external,lac,trade,a,F,3551
large,malware,partner,apac,utilities,a,F,3552
unknown,misuse,external,emea,finance,a,F,3553
small,unknown,external,emea,public,i,T,3554
small,social,partner,apac,utilities,a,F,3555
large,unknown,external,na,retail,i,T,3556
large,malware,external,na,accommodation,i,T,3557
small,social,partner,na,healthcare,a,F,3558
large,social,external,emea,retail,a,F,3559
small,unknown,external,na,retail,i,T,3560
large,error,internal,na,otherservices,i,F,3561
large,unknown,external,na,healthcare,i,T,3562
unknown,misuse,internal,apac,otherservices,a,F,3563
small,hacking,internal,emea,construction,i,F,3564
unknown,social,external,emea,entertainment,c,F,3565
small,social,partner,na,accommodation,i,F,3566
large,hacking,internal,emea,educational,i,F,3567
large,malware,external,apac,manufacturing,c,F,3568
small,malware,external,na,healthcare,i,T,3569
small,unknown,external,na,healthcare,c,T,3570
large,malware,internal,apac,mining,a,F,3571
small,error,internal,emea,healthcare,c,T,3572
small,misuse,internal,na,entertainment,i,T,3573
small,social,external,na,professional,i,F,3574
large,hacking,external,na,professional,c,T,3575
large,error,external,na,public,a,F,3576
small,hacking,internal,apac,healthcare,c,F,3577
large,misuse,external,na,educational,c,F,3578
large,hacking,external,na,healthcare,c,T,3579
unknown,hacking,internal,apac,finance,i,F,3580
small,hacking,partner,na,trade,c,T,3581
large,misuse,internal,apac,public,i,F,3582
small,unknown,external,na,retail,i,T,3583
large,error,external,apac,public,c,F,3584
large,error,internal,na,healthcare,c,T,3585
large,misuse,internal,emea,public,c,T,3586
small,unknown,external,na,finance,i,T,3587
large,hacking,external,na,information,c,T,3588
small,hacking,external,na,manufacturing,c,T,3589
small,unknown,external,na,finance,c,T,3590
small,hacking,external,na,administrative,c,T,3591
large,error,internal,na,retail,c,T,3592
large,unknown,external,apac,public,c,T,3593
small,hacking,partner,na,public,i,F,3594
large,hacking,internal,emea,public,c,F,3595
small,misuse,internal,na,professional,c,T,3596
large,social,partner,na,management,c,F,3597
unknown,misuse,internal,emea,healthcare,i,T,3598
small,social,external,na,healthcare,i,T,3599
large,error,internal,na,healthcare,c,T,3600
small,social,external,na,finance,i,T,3601
small,hacking,external,na,entertainment,c,T,3602
unknown,error,internal,na,realestate,a,F,3603
large,hacking,internal,na,transportation,i,F,3604
large,misuse,internal,na,manufacturing,a,F,3605
small,social,partner,na,finance,c,F,3606
large,social,partner,na,entertainment,c,F,3607
small,hacking,partner,emea,manufacturing,c,F,3608
small,misuse,internal,na,healthcare,c,T,3609
large,error,internal,na,professional,c,T,3610
small,social,internal,emea,transportation,c,F,3611
large,hacking,internal,lac,professional,a,F,3612
large,error,internal,apac,public,c,T,3613
small,hacking,partner,emea,public,c,T,3614
unknown,error,internal,na,information,c,T,3615
small,error,internal,na,educational,c,T,3616
unknown,misuse,internal,na,healthcare,c,T,3617
small,misuse,internal,apac,information,c,T,3618
small,misuse,external,na,public,a,F,3619
large,hacking,external,emea,realestate,a,F,3620
large,misuse,internal,na,healthcare,c,T,3621
unknown,malware,internal,apac,public,i,F,3622
large,social,partner,na,accommodation,a,F,3623
unknown,hacking,internal,lac,information,c,F,3624
unknown,misuse,internal,lac,accommodation,a,F,3625
small,hacking,external,na,entertainment,c,F,3626
small,malware,external,na,educational,i,T,3627
small,malware,internal,lac,manufacturing,a,F,3628
unknown,hacking,external,apac,professional,c,F,3629
large,misuse,internal,na,healthcare,c,T,3630
small,error,internal,na,healthcare,c,T,3631
small,unknown,external,na,retail,c,T,3632
unknown,misuse,internal,lac,retail,i,F,3633
small,error,internal,apac,entertainment,a,F,3634
small,unknown,external,na,healthcare,c,T,3635
small,social,internal,na,finance,c,F,3636
small,hacking,internal,apac,professional,c,F,3637
large,misuse,partner,apac,transportation,i,F,3638
small,hacking,external,emea,professional,i,F,3639
small,error,internal,na,information,c,T,3640
large,error,external,lac,retail,a,F,3641
unknown,unknown,external,na,healthcare,c,T,3642
small,misuse,internal,na,trade,i,F,3643
large,unknown,external,na,retail,i,T,3644
small,error,internal,emea,information,c,T,3645
unknown,error,internal,apac,public,c,T,3646
small,error,external,na,information,c,T,3647
small,hacking,external,global,finance,i,T,3648
small,error,internal,na,retail,c,T,3649
large,misuse,internal,emea,otherservices,c,T,3650
unknown,misuse,internal,emea,healthcare,c,T,3651
small,misuse,internal,na,healthcare,i,T,3652
small,error,internal,lac,trade,a,F,3653
large,social,partner,lac,professional,a,F,3654
small,misuse,partner,lac,accommodation,c,F,3655
small,malware,external,na,healthcare,i,T,3656
large,unknown,external,na,healthcare,c,T,3657
large,social,external,apac,retail,i,F,3658
unknown,error,internal,apac,finance,c,T,3659
unknown,misuse,internal,na,healthcare,c,T,3660
small,unknown,external,na,retail,i,T,3661
small,hacking,external,lac,information,c,T,3662
unknown,misuse,internal,emea,healthcare,c,F,3663
small,hacking,external,emea,management,i,F,3664
unknown,social,partner,emea,finance,a,F,3665
small,hacking,external,na,information,c,T,3666
unknown,error,internal,na,healthcare,c,T,3667
unknown,malware,internal,emea,mining,i,F,3668
large,error,partner,emea,healthcare,c,T,3669
small,error,partner,lac,realestate,a,F,3670
unknown,misuse,external,emea,utilities,a,F,3671
small,hacking,internal,emea,realestate,a,F,3672
large,error,external,na,administrative,i,F,3673
large,error,external,emea,finance,a,F,3674
small,hacking,external,emea,healthcare,c,T,3675
small,malware,external,na,utilities,i,F,3676
large,misuse,internal,emea,public,c,T,3677
small,misuse,internal,na,public,i,T,3678
large,hacking,external,emea,construction,a,F,3679
small,hacking,external,na,public,a,F,3680
unknown,hacking,partner,na,accommodation,i,F,3681
large,misuse,internal,emea,healthcare,c,T,3682
large,unknown,external,na,public,c,T,3683
unknown,hacking,internal,apac,agriculture,c,F,3684
small,social,internal,apac,management,c,F,3685
small,social,external,na,finance,i,T,3686
large,misuse,internal,emea,agriculture,a,F,3687
small,hacking,external,lac,administrative,a,F,3688
small,unknown,external,na,retail,i,T,3689
unknown,error,internal,apac,healthcare,c,T,3690
small,error,internal,emea,healthcare,c,T,3691
small,unknown,external,na,healthcare,c,T,3692
unknown,error,internal,emea,public,c,T,3693
small,unknown,external,na,retail,i,T,3694
unknown,error,partner,apac,healthcare,a,F,3695
small,hacking,external,na,healthcare,c,T,3696
large,malware,external,apac,agriculture,c,F,3697
small,malware,external,apac,public,i,T,3698
unknown,error,external,apac,public,c,F,3699
small,error,internal,na,retail,c,T,3700
unknown,misuse,internal,na,healthcare,c,T,3701
small,misuse,internal,na,educational,c,T,3702
unknown,misuse,internal,na,healthcare,i,T,3703
small,error,internal,apac,management,i,F,3704
small,error,internal,na,retail,c,T,3705
small,misuse,internal,na,healthcare,i,T,3706
small,malware,partner,lac,agriculture,a,F,3707
small,social,internal,na,utilities,c,F,3708
large,social,partner,lac,manufacturing,a,F,3709
unknown,malware,internal,apac,retail,c,F,3710
small,social,internal,lac,healthcare,i,F,3711
large,misuse,internal,na,accommodation,c,T,3712
small,hacking,external,na,retail,c,T,3713
small,misuse,internal,apac,management,i,F,3714
large,hacking,partner,lac,mining,c,F,3715
unknown,social,internal,na,educational,c,F,3716
large,hacking,external,lac,utilities,i,F,3717
small,malware,partner,apac,information,c,F,3718
small,unknown,external,na,retail,c,T,3719
unknown,malware,partner,lac,construction,a,F,3720
small,hacking,partner,emea,professional,i,F,3721
small,hacking,external,na,information,c,T,3722
large,malware,external,na,trade,a,F,3723
large,misuse,internal,na,healthcare,c,T,3724
small,hacking,internal,na,entertainment,i,F,3725
small,malware,external,na,retail,i,T,3726
large,misuse,partner,apac,construction,c,F,3727
small,social,partner,lac,retail,i,F,3728
small,error,partner,na,healthcare,c,T,3729
large,social,internal,lac,trade,i,F,3730
large,hacking,external,apac,finance,c,F,3731
large,hacking,internal,lac,otherservices,c,F,3732
small,social,external,lac,construction,c,F,3733
small,social,external,na,construction,i,T,3734
small,misuse,partner,emea,retail,i,F,3735
large,error,internal,na,educational,c,T,3736
small,hacking,external,na,healthcare,c,T,3737
small,error,partner,na,construction,i,F,3738
small,malware,external,na,educational,i,T,3739
large,malware,partner,emea,realestate,a,F,3740
small,error,partner,na,finance,c,T,3741
unknown,malware,external,na,healthcare,i,F,3742
large,social,internal,apac,entertainment,i,F,3743
large,unknown,external,na,finance,i,T,3744
small,misuse,internal,na,public,c,T,3745
large,unknown,internal,na,healthcare,c,T,3746
large,error,internal,na,retail,c,T,3747
large,hacking,external,apac,manufacturing,c,T,3748
large,error,internal,na,public,c,T,3749
large,misuse,partner,emea,healthcare,a,F,3750
small,misuse,partner,emea,otherservices,i,F,3751
large,malware,external,apac,finance,i,T,3752
large,error,internal,emea,healthcare,c,T,3753
small,social,external,na,construction,i,T,3754
large,misuse,external,lac,otherservices,c,F,3755
unknown,misuse,partner,lac,educational,a,F,3756
small,error,external,apac,utilities,c,F,3757
large,malware,external,emea,professional,i,T,3758
large,hacking,partner,lac,construction,c,F,3759
large,hacking,external,na,information,c,T,3760
large,error,internal,emea,healthcare,c,T,3761
small,misuse,internal,emea,healthcare,c,T,3762
unknown,error,partner,lac,management,i,F,3763
large,error,internal,na,utilities,a,F,3764
small,misuse,internal,na,public,c,T,3765
large,error,partner,na,otherservices,c,T,3766
small,malware,external,na,public,i,T,3767
unknown,social,internal,lac,information,c,F,3768
unknown,malware,internal,apac,professional,c,F,3769
large,malware,partner,na,professional,c,F,3770
unknown,error,external,emea,manufacturing,c,F,3771
unknown,error,external,emea,educational,c,F,3772
small,error,internal,lac,educational,c,T,3773
small,misuse,internal,apac,transportation,c,F,3774
small,error,internal,apac,healthcare,c,T,3775
small,hacking,partner,lac,entertainment,i,F,3776
small,error,external,emea,healthcare,c,F,3777
small,misuse,internal,na,finance,c,T,3778
large,error,internal,emea,construction,c,F,3779
large,malware,partner,lac,administrative,i,F,3780
small,misuse,internal,na,healthcare,c,T,3781
large,hacking,external,na,information,c,T,3782
large,malware,external,na,healthcare,i,T,3783
unknown,error,external,na,administrative,i,F,3784
unknown,social,external,na,realestate,i,F,3785
small,misuse,internal,na,administrative,c,T,3786
large,error,internal,na,public,c,F,3787
small,error,external,emea,educational,i,F,3788
small,unknown,internal,na,healthcare,c,T,3789
large,error,internal,emea,finance,c,F,3790
large,misuse,internal,apac,retail,c,T,3791
small,misuse,internal,na,healthcare,i,F,3792
large,hacking,external,global,healthcare,c,T,3793
large,social,external,na,finance,c,F,3794
small,hacking,external,apac,professional,c,T,3795
large,misuse,partner,emea,management,i,F,3796
small,hacking,internal,emea,manufacturing,c,F,3797
large,social,external,na,educational,i,T,3798
small,malware,internal,emea,entertainment,a,F,3799
large,error,internal,apac,professional,a,F,3800
small,hacking,external,apac,agriculture,c,F,3801
large,malware,partner,apac,management,i,F,3802
large,hacking,partner,apac,utilities,a,F,3803
large,social,external,na,retail,i,T,3804
large,malware,partner,na,realestate,i,F,3805
large,hacking,external,global,information,c,T,3806
unknown,hacking,external,global,information,c,T,3807
small,hacking,external,apac,healthcare,c,T,3808
small,error,external,na,healthcare,i,T,3809
small,hacking,external,apac,healthcare,c,T,3810
unknown,error,internal,global,unknown,c,T,3811
large,social,external,na,educational,i,T,3812
large,social,internal,lac,construction,a,F,3813
unknown,hacking,external,emea,healthcare,c,T,3814
large,social,external,na,finance,i,T,3815
large,hacking,external,lac,finance,c,T,3816
large,social,internal,emea,accommodation,a,F,3817
large,hacking,external,apac,retail,i,T,3818
large,misuse,internal,na,information,i,T,3819
large,malware,external,na,healthcare,i,T,3820
large,error,partner,na,realestate,i,F,3821
unknown,social,external,na,construction,a,F,3822
small,social,partner,apac,trade,c,F,3823
large,error,partner,apac,mining,a,F,3824
small,unknown,unknown,na,healthcare,c,T,3825
unknown,social,partner,apac,utilities,c,F,3826
small,error,internal,na,retail,c,T,3827
small,misuse,internal,apac,unknown,c,T,3828
small,hacking,external,na,educational,c,T,3829
large,error,internal,na,educational,c,T,3830
large,error,internal,apac,public,c,T,3831
large,error,internal,na,educational,c,T,3832
small,error,internal,emea,accommodation,c,T,3833
small,malware,external,apac,realestate,i,F,3834
large,unknown,internal,na,management,i,T,3835
unknown,social,internal,na,trade,i,F,3836
small,misuse,internal,lac,transportation,c,F,3837
large,error,partner,apac,realestate,i,F,3838
large,hacking,internal,apac,administrative,a,F,3839
large,misuse,partner,apac,healthcare,c,T,3840
large,social,external,na,otherservices,i,T,3841
small,misuse,internal,apac,public,c,T,3842
large,misuse,internal,na,information,c,T,3843
large,misuse,partner,lac,management,a,F,3844
small,social,external,lac,retail,c,F,3845
small,malware,external,na,retail,i,T,3846
small,misuse,partner,lac,transportation,c,F,3847
unknown,misuse,partner,apac,utilities,a,F,3848
unknown,error,internal,na,administrative,a,F,3849
large,misuse,external,na,mining,i,F,3850
large,misuse,internal,na,transportation,a,F,3851
large,misuse,internal,na,healthcare,c,T,3852
large,misuse,external,lac,utilities,a,F,3853
large,error,internal,na,finance,c,T,3854
large,unknown,external,na,retail,c,T,3855
small,misuse,internal,emea,transportation,c,F,3856
large,social,external,lac,construction,a,F,3857
large,misuse,partner,emea,trade,a,F,3858
large,malware,external,apac,construction,c,F,3859
large,error,external,emea,finance,i,F,3860
unknown,social,internal,lac,information,i,F,3861
large,misuse,external,emea,administrative,i,F,3862
large,hacking,external,emea,information,c,T,3863
large,misuse,internal,apac,public,i,T,3864
small,malware,external,lac,finance,i,F,3865
small,error,internal,na,public,c,T,3866
unknown,social,internal,na,manufacturing,a,F,3867
small,malware,external,na,healthcare,i,T,3868
large,malware,external,na,educational,i,T,3869
unknown,hacking,external,na,realestate,c,T,3870
unknown,misuse,external,apac,utilities,i,F,3871
large,misuse,internal,emea,manufacturing,i,T,3872
large,misuse,internal,na,healthcare,c,T,3873
small,error,internal,na,professional,c,T,3874
large,misuse,internal,na,professional,i,T,3875
large,malware,internal,lac,professional,i,F,3876
large,social,external,na,healthcare,i,T,3877
large,hacking,internal,apac,educational,c,F,3878
large,hacking,internal,emea,administrative,a,F,3879
unknown,malware,partner,na,realestate,c,F,3880
large,misuse,external,apac,construction,c,F,3881
large,malware,external,na,educational,i,T,3882
unknown,hacking,external,emea,retail,i,F,3883
unknown,social,internal,apac,otherservices,i,F,3884
unknown,misuse,internal,emea,retail,c,F,3885
large,error,internal,lac,otherservices,c,T,3886
large,error,internal,apac,retail,c,T,3887
small,hacking,external,na,trade,i,F,3888
unknown,malware,partner,emea,agriculture,a,F,3889
small,error,partner,emea,utilities,a,F,3890
large,hacking,partner,lac,administrative,i,F,3891
large,misuse,partner,apac,public,a,F,3892
large,misuse,external,apac,utilities,c,F,3893
large,misuse,partner,lac,agriculture,i,F,3894
small,unknown,external,na,finance,i,T,3895
unknown,unknown,external,emea,finance,i,T,3896
unknown,hacking,external,na,professional,i,T,3897
unknown,misuse,internal,na,healthcare,c,T,3898
large,hacking,external,na,educational,c,T,3899
unknown,hacking,external,na,accommodation,a,F,3900
large,hacking,external,na,healthcare,c,T,3901
small,social,internal,na,public,i,F,3902
large,misuse,partner,apac,mining,a,F,3903
small,misuse,external,apac,accommodation,a,F,3904
large,error,internal,apac,retail,c,T,3905
small,misuse,external,na,information,a,F,3906
unknown,malware,external,na,public,a,F,3907
unknown,malware,external,emea,retail,a,F,3908
small,error,internal,lac,accommodation,a,F,3909
unknown,error,internal,apac,unknown,c,T,3910
small,hacking,external,na,professional,c,T,3911
large,misuse,internal,emea,healthcare,c,T,3912
unknown,misuse,internal,na,public,c,T,3913
unknown,misuse,external,lac,educational,i,F,3914
