orgSize,action,actor,region,industry,attribute,incident
large,malware,internal,lac,realestate,a,F
small,malware,external,emea,management,a,F
large,social,partner,na,transportation,i,F
small,hacking,partner,emea,retail,i,F
large,error,internal,emea,transportation,c,F
small,malware,external,lac,otherservices,i,F
small,misuse,partner,na,publicadministration,a,F
large,error,partner,emea,manufacturing,a,F
large,error,internal,lac,finance,a,F
large,social,partner,lac,entertainment,a,F
small,hacking,external,lac,transportation,i,F
small,hacking,partner,apac,otherservices,i,F
small,misuse,external,apac,utilities,a,F
small,misuse,partner,emea,healthcare,c,F
small,hacking,internal,apac,agriculture,i,F
small,hacking,external,lac,publicadministration,c,F
small,social,partner,emea,agriculture,a,F
small,misuse,partner,na,entertainment,c,F
small,hacking,partner,lac,realestate,i,F
small,malware,partner,lac,utilities,i,F
small,hacking,partner,emea,entertainment,i,F
small,malware,internal,apac,finance,c,F
small,error,external,lac,manufacturing,c,F
small,malware,internal,na,accommodation,a,F
small,misuse,internal,emea,trade,i,F
small,social,partner,apac,management,a,F
large,malware,partner,na,finance,i,F
small,social,partner,lac,entertainment,a,F
large,error,external,lac,professional,c,F
small,malware,partner,na,education,i,F
large,misuse,internal,apac,miningandutilities,i,F
small,misuse,internal,na,healthcare,a,F
small,error,partner,lac,professional,a,F
small,hacking,partner,apac,education,i,F
small,social,internal,apac,realestate,a,F
small,misuse,partner,apac,utilities,c,F
small,misuse,internal,lac,agriculture,a,F
small,malware,internal,emea,agriculture,c,F
small,hacking,external,na,manufacturing,c,F
large,error,internal,na,administrative,c,F
small,hacking,external,lac,otherservices,a,F
small,error,internal,lac,management,i,F
large,malware,internal,na,miningandutilities,i,F
large,malware,external,apac,miningandutilities,c,F
small,social,partner,emea,healthcare,i,F
small,social,external,na,administrative,i,F
large,social,internal,na,realestate,a,F
small,hacking,partner,emea,healthcare,i,F
small,social,internal,apac,publicadministration,c,F
small,social,partner,lac,agriculture,i,F
small,social,partner,apac,entertainment,c,F
small,malware,external,lac,miningandutilities,i,F
small,malware,partner,lac,education,i,F
large,error,internal,apac,administrative,i,F
small,error,external,lac,healthcare,a,F
small,hacking,external,apac,miningandutilities,i,F
small,error,external,na,retail,c,F
small,misuse,internal,emea,entertainment,c,F
large,misuse,internal,na,otherservices,i,F
large,error,internal,apac,construction,c,F
large,error,external,apac,miningandutilities,a,F
small,error,internal,na,trade,i,F
small,social,external,lac,agriculture,i,F
large,misuse,external,na,agriculture,i,F
small,error,partner,emea,finance,a,F
large,misuse,partner,na,professional,i,F
large,hacking,partner,emea,otherservices,i,F
large,misuse,internal,apac,entertainment,a,F
large,social,external,emea,entertainment,c,F
small,malware,partner,na,trade,a,F
large,error,internal,emea,finance,c,F
small,misuse,external,na,management,i,F
large,error,partner,lac,accommodation,c,F
large,misuse,partner,na,healthcare,c,F
large,error,partner,lac,transportation,i,F
large,hacking,external,emea,utilities,a,F
large,malware,partner,na,utilities,c,F
small,error,internal,na,miningandutilities,c,F
large,hacking,internal,lac,professional,a,F
small,error,external,na,information,a,F
small,malware,partner,lac,finance,c,F
large,error,internal,na,construction,c,F
large,error,internal,lac,management,c,F
small,hacking,internal,lac,agriculture,a,F
small,malware,internal,emea,education,i,F
small,misuse,external,apac,healthcare,a,F
large,social,internal,lac,transportation,a,F
small,malware,partner,apac,construction,a,F
large,error,partner,emea,administrative,i,F
large,misuse,internal,emea,publicadministration,c,F
small,error,external,lac,publicadministration,a,F
large,misuse,partner,apac,agriculture,a,F
small,hacking,external,apac,otherservices,i,F
large,error,external,apac,publicadministration,a,F
small,social,external,lac,otherservices,i,F
large,social,internal,emea,manufacturing,c,F
small,misuse,internal,lac,finance,a,F
large,social,partner,apac,finance,c,F
small,social,internal,na,publicadministration,i,F
small,misuse,partner,emea,otherservices,c,F
small,social,external,lac,education,c,F
small,misuse,partner,lac,information,c,F
large,error,internal,emea,retail,i,F
large,malware,internal,na,publicadministration,i,F
large,social,internal,na,retail,i,F
large,malware,external,lac,trade,i,F
large,social,internal,lac,miningandutilities,a,F
small,malware,internal,lac,publicadministration,c,F
large,misuse,partner,apac,miningandutilities,i,F
small,malware,internal,apac,trade,c,F
small,social,partner,emea,healthcare,a,F
large,error,external,lac,information,a,F
large,misuse,partner,apac,utilities,a,F
small,error,internal,lac,healthcare,i,F
large,malware,partner,na,information,i,F
large,malware,internal,apac,construction,i,F
large,hacking,partner,lac,finance,a,F
small,hacking,partner,emea,information,c,F
small,misuse,external,apac,management,i,F
large,misuse,partner,apac,trade,c,F
small,social,partner,emea,accommodation,a,F
small,misuse,partner,na,professional,i,F
small,hacking,external,apac,accommodation,i,F
small,malware,external,apac,management,a,F
large,misuse,internal,apac,utilities,c,F
large,misuse,partner,emea,healthcare,a,F
large,misuse,external,apac,agriculture,a,F
large,malware,partner,emea,professional,a,F
small,error,partner,na,education,i,F
large,social,partner,emea,publicadministration,a,F
large,social,partner,na,accommodation,i,F
small,error,partner,lac,manufacturing,c,F
small,social,external,lac,otherservices,a,F
small,social,partner,emea,miningandutilities,i,F
small,error,internal,lac,entertainment,c,F
small,misuse,partner,apac,manufacturing,c,F
small,hacking,partner,apac,utilities,c,F
small,misuse,partner,lac,manufacturing,a,F
large,error,external,na,information,i,F
small,hacking,internal,na,construction,c,F
large,malware,external,na,publicadministration,c,F
large,misuse,external,na,retail,a,F
small,hacking,external,emea,agriculture,c,F
large,error,external,emea,agriculture,c,F
large,error,external,apac,agriculture,c,F
small,social,internal,apac,manufacturing,a,F
small,error,partner,emea,professional,c,F
small,social,internal,apac,transportation,c,F
small,misuse,internal,emea,retail,c,F
small,social,external,na,realestate,a,F
large,error,internal,apac,professional,c,F
small,misuse,internal,lac,management,c,F
large,misuse,internal,apac,education,c,F
small,misuse,partner,lac,miningandutilities,c,F
large,malware,external,apac,miningandutilities,i,F
small,error,external,na,finance,a,F
large,social,partner,apac,information,c,F
small,social,internal,emea,utilities,i,F
large,misuse,internal,na,finance,c,F
large,error,partner,emea,construction,c,F
small,malware,partner,apac,realestate,i,F
large,malware,partner,apac,trade,i,F
small,misuse,partner,lac,finance,a,F
large,malware,external,emea,healthcare,c,F
large,malware,partner,na,otherservices,a,F
small,misuse,internal,na,realestate,a,F
small,misuse,internal,emea,professional,i,F
large,hacking,external,na,publicadministration,i,F
large,social,partner,na,healthcare,i,F
small,social,internal,na,trade,i,F
large,error,partner,lac,education,c,F
large,hacking,external,lac,healthcare,i,F
small,hacking,external,na,finance,a,F
large,hacking,external,na,publicadministration,c,F
large,error,partner,lac,entertainment,i,F
large,malware,internal,lac,agriculture,c,F
small,error,external,emea,education,a,F
large,malware,external,apac,management,c,F
large,malware,partner,apac,information,i,F
small,malware,external,na,entertainment,c,F
large,error,partner,lac,publicadministration,i,F
large,error,internal,apac,manufacturing,c,F
small,hacking,external,emea,trade,c,F
large,hacking,partner,na,education,a,F
large,misuse,external,emea,information,a,F
small,error,partner,apac,utilities,c,F
large,hacking,internal,apac,manufacturing,a,F
small,error,internal,lac,utilities,c,F
large,malware,internal,apac,trade,i,F
small,social,external,lac,transportation,c,F
small,social,partner,na,professional,a,F
large,misuse,external,lac,administrative,i,F
large,hacking,external,na,otherservices,i,F
small,malware,external,lac,finance,i,F
large,misuse,partner,na,management,a,F
large,hacking,partner,na,publicadministration,i,F
large,malware,partner,apac,agriculture,a,F
large,hacking,internal,apac,accommodation,a,F
large,error,internal,apac,otherservices,c,F
large,social,internal,lac,trade,i,F
large,hacking,external,emea,professional,c,F
small,social,internal,lac,manufacturing,i,F
small,hacking,partner,lac,transportation,i,F
large,hacking,internal,apac,retail,i,F
small,misuse,internal,emea,manufacturing,c,F
small,hacking,partner,emea,accommodation,c,F
small,error,external,apac,publicadministration,i,F
large,social,partner,lac,utilities,i,F
small,social,internal,na,construction,a,F
large,hacking,external,na,administrative,a,F
large,social,external,lac,construction,i,F
small,social,internal,apac,healthcare,c,F
large,error,external,emea,transportation,c,F
small,error,partner,emea,information,i,F
small,social,internal,emea,management,a,F
large,malware,internal,apac,manufacturing,c,F
large,error,internal,emea,construction,c,F
large,social,partner,apac,publicadministration,i,F
small,hacking,external,na,entertainment,a,F
small,hacking,partner,lac,healthcare,c,F
large,social,external,apac,information,i,F
large,hacking,partner,emea,accommodation,c,F
large,hacking,partner,apac,transportation,c,F
large,social,partner,apac,realestate,c,F
small,hacking,partner,emea,realestate,a,F
large,hacking,external,emea,manufacturing,i,F
large,malware,external,apac,retail,a,F
small,error,internal,emea,manufacturing,c,F
small,misuse,external,na,professional,c,F
small,error,internal,emea,publicadministration,c,F
large,misuse,external,lac,accommodation,i,F
small,malware,external,emea,agriculture,a,F
small,hacking,external,lac,trade,c,F
large,hacking,partner,apac,otherservices,c,F
small,misuse,partner,lac,construction,i,F
large,error,partner,lac,utilities,i,F
large,malware,partner,apac,construction,a,F
small,social,external,emea,construction,i,F
large,hacking,partner,lac,transportation,i,F
small,social,partner,lac,management,c,F
small,hacking,internal,na,healthcare,c,F
large,misuse,partner,apac,otherservices,i,F
large,error,partner,emea,management,c,F
small,error,external,na,miningandutilities,c,F
small,hacking,partner,lac,manufacturing,i,F
large,error,partner,lac,miningandutilities,a,F
large,malware,external,apac,finance,i,F
small,misuse,partner,na,entertainment,i,F
large,error,internal,lac,accommodation,i,F
large,hacking,internal,emea,administrative,c,F
large,hacking,partner,emea,agriculture,a,F
small,hacking,external,na,accommodation,c,F
small,error,external,na,manufacturing,c,F
large,error,internal,lac,otherservices,a,F
large,misuse,internal,emea,trade,i,F
small,error,external,lac,otherservices,i,F
large,misuse,external,apac,miningandutilities,i,F
large,social,partner,apac,otherservices,i,F
large,misuse,external,lac,agriculture,i,F
large,social,partner,emea,retail,a,F
large,error,external,emea,accommodation,a,F
large,misuse,internal,na,otherservices,a,F
small,misuse,partner,na,manufacturing,c,F
large,social,internal,apac,utilities,i,F
small,misuse,internal,na,otherservices,i,F
small,malware,partner,apac,agriculture,i,F
small,malware,partner,emea,realestate,c,F
large,error,external,emea,construction,i,F
small,hacking,external,lac,otherservices,i,F
small,misuse,internal,na,trade,a,F
small,hacking,internal,lac,trade,a,F
small,malware,partner,na,realestate,a,F
small,malware,partner,na,miningandutilities,c,F
large,malware,partner,na,management,c,F
small,malware,internal,apac,information,a,F
large,hacking,internal,emea,manufacturing,a,F
small,malware,internal,emea,finance,c,F
large,social,external,lac,education,i,F
small,hacking,external,lac,finance,c,F
large,malware,internal,na,professional,a,F
large,social,partner,na,publicadministration,a,F
large,social,partner,na,information,c,F
large,social,external,apac,accommodation,i,F
small,misuse,internal,lac,professional,i,F
large,error,external,emea,utilities,c,F
large,hacking,external,na,accommodation,c,F
small,malware,external,lac,healthcare,i,F
large,social,partner,emea,administrative,c,F
large,error,external,na,finance,i,F
small,hacking,partner,na,otherservices,a,F
large,hacking,internal,lac,otherservices,c,F
large,social,partner,lac,finance,i,F
large,malware,internal,apac,professional,a,F
small,error,internal,emea,entertainment,i,F
small,error,partner,lac,utilities,i,F
small,error,partner,apac,utilities,i,F
small,error,partner,lac,utilities,c,F
small,error,external,emea,publicadministration,a,F
large,social,partner,lac,miningandutilities,c,F
large,misuse,external,emea,administrative,a,F
large,hacking,internal,lac,miningandutilities,i,F
large,social,external,apac,construction,a,F
small,error,partner,lac,healthcare,c,F
small,social,partner,emea,utilities,c,F
large,misuse,external,lac,transportation,a,F
large,hacking,external,na,miningandutilities,i,F
small,hacking,internal,emea,information,a,F
small,error,partner,emea,transportation,a,F
small,malware,partner,emea,finance,c,F
small,social,internal,emea,construction,c,F
small,hacking,partner,lac,realestate,c,F
small,malware,internal,emea,trade,i,F
large,social,partner,apac,administrative,i,F
large,error,external,lac,publicadministration,a,F
large,error,internal,na,administrative,i,F
small,malware,internal,emea,construction,i,F
large,hacking,partner,apac,otherservices,i,F
large,misuse,partner,na,otherservices,c,F
small,malware,external,lac,retail,i,F
small,social,external,lac,miningandutilities,a,F
large,malware,internal,na,entertainment,i,F
large,social,partner,lac,education,c,F
small,hacking,partner,lac,education,i,F
large,hacking,external,na,entertainment,i,F
small,social,internal,lac,otherservices,i,F
large,malware,external,na,construction,c,F
small,social,external,emea,management,c,F
large,hacking,external,lac,finance,a,F
large,hacking,internal,lac,publicadministration,c,F
small,hacking,internal,apac,otherservices,a,F
large,error,partner,na,manufacturing,i,F
large,error,internal,emea,transportation,i,F
small,error,external,na,professional,i,F
large,social,external,emea,healthcare,a,F
large,misuse,external,lac,professional,a,F
small,misuse,internal,apac,transportation,a,F
large,error,external,na,healthcare,a,F
small,malware,external,na,publicadministration,a,F
small,hacking,external,lac,transportation,c,F
small,hacking,external,lac,manufacturing,i,F
large,error,external,emea,administrative,a,F
large,hacking,internal,apac,otherservices,i,F
small,malware,partner,na,realestate,c,F
large,hacking,partner,emea,administrative,i,F
small,social,internal,emea,otherservices,i,F
small,error,partner,emea,professional,i,F
large,social,partner,lac,agriculture,i,F
large,hacking,external,emea,trade,c,F
small,hacking,external,emea,construction,a,F
large,error,external,na,transportation,c,F
small,malware,external,apac,trade,c,F
small,social,internal,lac,agriculture,a,F
large,error,partner,na,management,a,F
large,social,partner,na,construction,c,F
large,social,internal,apac,finance,c,F
small,misuse,external,apac,entertainment,i,F
large,malware,external,emea,management,c,F
large,social,internal,lac,construction,c,F
small,social,partner,lac,manufacturing,a,F
small,error,external,apac,miningandutilities,i,F
large,misuse,partner,lac,entertainment,c,F
small,error,external,emea,realestate,i,F
small,misuse,partner,emea,retail,i,F
large,social,partner,lac,manufacturing,i,F
large,misuse,external,na,healthcare,i,F
large,malware,internal,lac,transportation,a,F
small,misuse,external,lac,accommodation,a,F
large,misuse,internal,emea,publicadministration,i,F
large,error,internal,lac,accommodation,a,F
large,error,external,na,manufacturing,c,F
large,social,internal,lac,realestate,i,F
large,error,internal,lac,administrative,c,F
large,malware,external,na,agriculture,c,F
small,social,partner,emea,otherservices,c,F
small,misuse,external,emea,miningandutilities,i,F
large,malware,external,apac,transportation,a,F
small,malware,internal,apac,management,i,F
large,social,external,apac,miningandutilities,i,F
large,social,partner,emea,otherservices,i,F
small,hacking,partner,apac,professional,c,F
small,misuse,partner,na,utilities,i,F
small,malware,internal,emea,entertainment,i,F
small,error,partner,apac,healthcare,i,F
large,error,partner,lac,management,c,F
large,error,partner,apac,trade,a,F
large,error,internal,apac,agriculture,i,F
small,misuse,partner,lac,management,i,F
large,misuse,internal,emea,professional,c,F
large,misuse,external,emea,construction,a,F
large,malware,external,na,healthcare,c,F
small,malware,partner,na,construction,c,F
small,hacking,internal,na,agriculture,c,F
small,malware,internal,lac,professional,a,F
large,hacking,external,apac,trade,a,F
small,social,external,emea,information,i,F
small,malware,internal,na,administrative,c,F
small,misuse,partner,lac,agriculture,c,F
large,hacking,partner,na,information,c,F
large,error,partner,na,administrative,c,F
large,misuse,internal,apac,transportation,i,F
small,error,external,emea,utilities,a,F
small,social,partner,emea,realestate,c,F
small,hacking,partner,apac,finance,a,F
small,social,internal,lac,administrative,c,F
large,error,partner,lac,finance,i,F
small,hacking,partner,emea,professional,c,F
large,misuse,external,emea,transportation,a,F
large,misuse,partner,emea,trade,c,F
small,misuse,partner,emea,healthcare,a,F
large,error,internal,apac,trade,a,F
small,error,external,na,entertainment,c,F
large,error,external,lac,construction,c,F
small,misuse,partner,emea,construction,i,F
large,hacking,internal,na,realestate,i,F
small,malware,external,na,construction,c,F
large,malware,external,emea,professional,i,F
large,social,partner,emea,agriculture,i,F
large,error,internal,emea,construction,a,F
small,malware,internal,emea,agriculture,i,F
small,hacking,internal,apac,manufacturing,a,F
small,misuse,external,apac,management,c,F
large,misuse,partner,na,administrative,i,F
large,error,internal,na,transportation,i,F
large,misuse,partner,na,administrative,a,F
large,hacking,partner,na,manufacturing,c,F
large,error,internal,emea,healthcare,i,F
large,misuse,external,apac,miningandutilities,c,F
large,hacking,internal,emea,education,c,F
large,social,external,emea,manufacturing,i,F
small,malware,partner,lac,miningandutilities,c,F
large,malware,partner,apac,miningandutilities,c,F
small,social,internal,lac,transportation,a,F
small,error,partner,apac,otherservices,a,F
small,misuse,internal,lac,miningandutilities,c,F
small,error,external,apac,manufacturing,i,F
large,hacking,external,emea,construction,c,F
large,social,external,apac,miningandutilities,a,F
small,hacking,partner,emea,retail,c,F
small,hacking,internal,emea,publicadministration,a,F
small,malware,internal,na,healthcare,i,F
large,social,partner,apac,information,a,F
large,hacking,internal,emea,healthcare,c,F
large,misuse,external,emea,publicadministration,c,F
large,error,internal,emea,otherservices,c,F
small,hacking,partner,apac,transportation,a,F
large,error,partner,apac,transportation,i,F
large,social,external,lac,information,i,F
large,hacking,partner,emea,construction,c,F
large,malware,external,na,administrative,i,F
large,error,partner,emea,healthcare,a,F
large,malware,external,apac,publicadministration,c,F
large,hacking,partner,apac,education,a,F
large,misuse,internal,apac,transportation,c,F
large,social,internal,apac,information,c,F
small,social,external,na,education,a,F
large,misuse,internal,lac,utilities,c,F
large,hacking,internal,apac,entertainment,i,F
large,hacking,partner,lac,administrative,a,F
small,error,partner,emea,utilities,c,F
small,error,partner,lac,retail,c,F
large,misuse,partner,na,accommodation,a,F
large,malware,partner,emea,manufacturing,c,F
small,malware,partner,na,publicadministration,c,F
large,malware,external,apac,manufacturing,i,F
small,social,partner,emea,transportation,c,F
small,malware,partner,lac,healthcare,c,F
small,social,partner,apac,utilities,i,F
small,malware,partner,lac,education,c,F
small,malware,external,apac,education,a,F
small,malware,internal,emea,management,c,F
small,malware,internal,lac,retail,i,F
small,malware,partner,emea,professional,c,F
small,error,external,na,education,i,F
small,hacking,external,na,manufacturing,i,F
large,hacking,external,na,transportation,i,F
small,error,partner,apac,retail,a,F
small,social,partner,emea,construction,c,F
small,social,external,apac,accommodation,i,F
small,malware,external,apac,administrative,i,F
small,error,partner,na,healthcare,a,F
small,malware,internal,lac,utilities,c,F
small,hacking,partner,apac,publicadministration,a,F
small,malware,partner,na,agriculture,i,F
large,hacking,external,lac,professional,i,F
large,social,partner,lac,realestate,i,F
large,malware,internal,emea,otherservices,c,F
large,social,external,lac,trade,c,F
small,error,internal,na,administrative,a,F
large,malware,partner,apac,healthcare,a,F
large,error,external,apac,utilities,c,F
small,hacking,partner,emea,retail,a,F
small,misuse,internal,na,accommodation,i,F
small,error,internal,apac,transportation,i,F
small,social,internal,apac,entertainment,a,F
large,error,partner,emea,entertainment,a,F
small,social,external,lac,publicadministration,c,F
small,social,internal,na,healthcare,c,F
small,malware,partner,lac,accommodation,c,F
large,malware,internal,emea,realestate,a,F
large,hacking,partner,emea,utilities,i,F
small,malware,partner,emea,publicadministration,c,F
large,error,internal,emea,accommodation,i,F
large,hacking,external,na,information,c,F
large,error,partner,apac,administrative,c,F
large,error,internal,na,agriculture,c,F
large,malware,partner,lac,miningandutilities,c,F
small,malware,external,lac,healthcare,c,F
small,social,partner,lac,administrative,c,F
small,social,internal,emea,information,c,F
large,hacking,partner,apac,manufacturing,c,F
large,misuse,partner,lac,realestate,a,F
large,social,internal,apac,administrative,i,F
large,error,internal,na,otherservices,a,F
large,social,external,lac,professional,i,F
small,hacking,partner,na,utilities,c,F
large,misuse,partner,apac,management,i,F
large,social,external,na,utilities,a,F
small,misuse,external,na,utilities,i,F
large,malware,partner,emea,retail,a,F
large,error,internal,na,education,a,F
small,social,external,apac,realestate,a,F
small,malware,partner,lac,healthcare,a,F
small,error,external,na,information,i,F
large,misuse,internal,lac,finance,a,F
large,social,external,emea,utilities,a,F
large,malware,external,emea,administrative,a,F
large,malware,partner,apac,trade,a,F
large,malware,internal,apac,publicadministration,a,F
small,malware,external,na,construction,a,F
small,error,partner,emea,otherservices,a,F
large,social,internal,emea,management,i,F
large,malware,internal,lac,professional,c,F
large,misuse,internal,lac,finance,i,F
large,error,internal,na,manufacturing,a,F
large,error,internal,emea,utilities,a,F
small,hacking,internal,na,manufacturing,i,F
small,social,internal,emea,miningandutilities,c,F
large,hacking,partner,lac,information,a,F
large,malware,external,apac,education,c,F
large,misuse,partner,lac,realestate,i,F
large,error,internal,emea,realestate,a,F
small,misuse,partner,na,publicadministration,i,F
small,error,internal,na,utilities,a,F
large,error,internal,apac,healthcare,a,F
large,hacking,internal,lac,miningandutilities,c,F
small,social,external,apac,transportation,a,F
small,error,external,na,otherservices,c,F
large,malware,external,emea,transportation,c,F
large,malware,internal,lac,agriculture,a,F
large,malware,internal,na,otherservices,a,F
small,hacking,partner,na,professional,i,F
large,misuse,internal,na,administrative,c,F
large,error,external,na,entertainment,a,F
large,malware,internal,emea,transportation,i,F
small,social,internal,apac,finance,i,F
large,misuse,internal,lac,retail,a,F
large,hacking,internal,lac,entertainment,a,F
large,misuse,external,emea,accommodation,i,F
large,error,external,apac,construction,c,F
large,misuse,partner,na,publicadministration,i,F
large,misuse,partner,na,otherservices,i,F
small,hacking,external,apac,publicadministration,i,F
small,misuse,external,lac,publicadministration,a,F
large,malware,partner,apac,retail,c,F
small,malware,internal,apac,construction,c,F
large,social,partner,lac,publicadministration,c,F
large,social,internal,emea,realestate,a,F
small,error,partner,apac,utilities,a,F
large,malware,internal,na,finance,a,F
small,hacking,internal,na,administrative,i,F
small,error,partner,emea,retail,a,F
small,social,external,na,professional,c,F
small,error,internal,emea,retail,i,F
large,hacking,internal,emea,management,c,F
small,misuse,internal,emea,accommodation,a,F
small,error,external,na,entertainment,a,F
small,misuse,internal,apac,healthcare,a,F
large,malware,internal,emea,otherservices,a,F
small,malware,external,na,otherservices,a,F
large,hacking,external,apac,otherservices,c,F
small,error,internal,lac,utilities,i,F
large,malware,partner,lac,professional,c,F
small,hacking,partner,apac,retail,a,F
small,error,internal,emea,accommodation,a,F
small,social,internal,lac,otherservices,c,F
small,malware,internal,na,finance,a,F
small,malware,partner,emea,publicadministration,i,F
large,social,internal,na,otherservices,i,F
large,malware,partner,na,entertainment,i,F
large,malware,internal,emea,retail,a,F
small,social,partner,na,otherservices,a,F
large,social,internal,emea,accommodation,i,F
small,misuse,internal,emea,management,a,F
small,error,internal,na,accommodation,a,F
small,misuse,external,lac,entertainment,a,F
small,hacking,partner,apac,realestate,c,F
small,malware,internal,lac,professional,c,F
small,hacking,partner,emea,finance,c,F
large,malware,partner,apac,education,c,F
large,misuse,external,apac,transportation,a,F
small,misuse,external,na,finance,a,F
large,error,partner,apac,utilities,i,F
large,hacking,external,apac,realestate,c,F
large,error,external,na,finance,c,F
small,misuse,internal,na,information,c,F
small,malware,external,na,manufacturing,c,F
large,misuse,partner,apac,publicadministration,a,F
small,error,partner,apac,agriculture,i,F
small,malware,internal,emea,miningandutilities,c,F
small,social,partner,lac,accommodation,i,F
large,error,partner,emea,healthcare,c,F
small,social,partner,lac,publicadministration,i,F
small,hacking,external,apac,otherservices,a,F
small,error,internal,apac,professional,i,F
large,social,partner,lac,trade,c,F
large,error,external,emea,information,a,F
small,social,external,apac,retail,c,F
small,misuse,partner,lac,agriculture,a,F
large,error,internal,apac,healthcare,c,F
large,misuse,partner,emea,finance,i,F
small,social,partner,na,utilities,c,F
large,error,external,lac,miningandutilities,c,F
large,social,external,na,utilities,i,F
large,misuse,internal,apac,realestate,i,F
large,malware,internal,emea,education,a,F
small,social,internal,na,otherservices,c,F
large,malware,external,emea,manufacturing,i,F
large,social,external,apac,utilities,a,F
large,hacking,internal,emea,professional,c,F
small,error,external,apac,realestate,a,F
large,malware,partner,apac,accommodation,c,F
large,hacking,partner,na,trade,a,F
large,hacking,partner,lac,healthcare,a,F
small,social,external,na,healthcare,i,F
large,hacking,external,apac,transportation,a,F
large,error,internal,emea,utilities,i,F
large,social,internal,lac,transportation,i,F
small,social,partner,apac,retail,i,F
small,social,partner,lac,information,c,F
small,social,external,emea,management,i,F
large,misuse,external,emea,miningandutilities,a,F
large,social,external,apac,trade,c,F
small,error,partner,lac,entertainment,a,F
small,error,internal,apac,realestate,i,F
large,malware,partner,lac,accommodation,i,F
small,social,partner,apac,agriculture,a,F
small,malware,internal,na,entertainment,a,F
small,malware,internal,na,construction,a,F
small,hacking,internal,lac,transportation,i,F
large,hacking,internal,lac,trade,a,F
small,hacking,internal,apac,utilities,a,F
large,error,partner,emea,agriculture,i,F
small,hacking,internal,emea,management,c,F
large,error,partner,na,agriculture,i,F
large,hacking,internal,apac,healthcare,c,F
large,social,external,na,publicadministration,a,F
small,error,external,na,entertainment,i,F
small,error,external,apac,entertainment,a,F
small,error,external,emea,healthcare,i,F
small,hacking,partner,lac,otherservices,c,F
large,hacking,external,na,accommodation,i,F
small,hacking,external,lac,publicadministration,i,F
large,social,external,na,otherservices,a,F
large,hacking,internal,emea,publicadministration,a,F
small,misuse,external,na,information,c,F
large,error,external,apac,education,c,F
large,error,external,na,publicadministration,c,F
small,misuse,internal,na,manufacturing,i,F
large,error,internal,lac,finance,i,F
small,malware,partner,na,education,a,F
large,misuse,partner,na,management,c,F
small,error,external,na,administrative,a,F
large,hacking,partner,apac,finance,c,F
small,misuse,partner,lac,retail,i,F
small,error,external,emea,management,c,F
large,hacking,external,apac,agriculture,c,F
large,malware,partner,lac,trade,c,F
small,malware,partner,na,trade,i,F
small,malware,internal,lac,administrative,c,F
large,malware,partner,lac,realestate,i,F
large,misuse,internal,lac,otherservices,a,F
large,malware,partner,apac,manufacturing,c,F
small,misuse,internal,na,finance,a,F
small,misuse,partner,lac,manufacturing,i,F
small,social,internal,apac,administrative,i,F
small,error,partner,lac,construction,c,F
large,misuse,partner,lac,healthcare,c,F
small,social,internal,na,publicadministration,a,F
small,malware,partner,apac,finance,a,F
small,hacking,external,emea,publicadministration,a,F
large,malware,partner,lac,realestate,c,F
large,malware,external,na,realestate,c,F
small,error,internal,emea,finance,c,F
small,social,partner,apac,construction,a,F
large,hacking,partner,lac,information,i,F
large,misuse,partner,apac,utilities,i,F
large,social,external,apac,publicadministration,c,F
small,social,partner,na,transportation,c,F
small,malware,external,apac,healthcare,a,F
large,hacking,internal,emea,entertainment,i,F
large,error,internal,na,finance,a,F
large,error,internal,na,otherservices,i,F
small,misuse,internal,apac,realestate,a,F
small,malware,internal,apac,manufacturing,a,F
large,malware,internal,apac,professional,i,F
large,social,internal,emea,retail,c,F
small,hacking,partner,emea,publicadministration,a,F
large,misuse,internal,na,finance,a,F
large,social,partner,lac,management,c,F
small,hacking,external,lac,professional,c,F
small,error,partner,lac,information,c,F
small,error,external,lac,management,i,F
large,misuse,partner,emea,professional,c,F
large,hacking,internal,emea,realestate,a,F
large,misuse,internal,lac,professional,i,F
large,error,external,na,retail,i,F
large,social,partner,lac,management,i,F
large,misuse,external,na,publicadministration,c,F
small,misuse,internal,na,entertainment,i,F
large,error,partner,emea,education,a,F
small,malware,external,na,retail,c,F
small,social,external,emea,utilities,c,F
large,misuse,partner,na,agriculture,a,F
large,error,partner,emea,utilities,a,F
large,social,partner,emea,otherservices,c,F
large,social,internal,lac,agriculture,c,F
small,malware,external,lac,realestate,c,F
large,social,internal,emea,trade,i,F
large,malware,partner,emea,construction,c,F
small,social,external,apac,utilities,a,F
small,social,partner,lac,agriculture,c,F
large,error,internal,na,administrative,a,F
large,social,internal,emea,transportation,a,F
large,misuse,external,na,utilities,i,F
small,misuse,internal,lac,publicadministration,i,F
large,misuse,partner,lac,trade,i,F
small,hacking,partner,na,administrative,a,F
large,error,partner,emea,realestate,i,F
large,hacking,partner,emea,accommodation,i,F
large,error,external,emea,miningandutilities,a,F
large,error,internal,lac,information,a,F
small,social,external,na,agriculture,a,F
small,misuse,internal,apac,agriculture,i,F
small,malware,external,na,agriculture,i,F
small,misuse,external,lac,healthcare,i,F
small,misuse,partner,emea,utilities,c,F
small,malware,external,apac,construction,i,F
large,misuse,external,apac,otherservices,a,F
large,misuse,internal,na,accommodation,i,F
small,error,internal,apac,healthcare,c,F
small,error,internal,lac,utilities,a,F
small,social,external,lac,agriculture,a,F
